trading_day,index_name,symbol,close_1400
2021-01-21,CSI1000,000852.SH,6770.29
2021-01-22,CSI1000,000852.SH,6708.4099999999999
2021-01-25,CSI1000,000852.SH,6682.9899999999998
2021-01-26,CSI1000,000852.SH,6538.5600000000004
2021-01-27,CSI1000,000852.SH,6537.7299999999996
2021-01-28,CSI1000,000852.SH,6443.2600000000002
2021-01-29,CSI1000,000852.SH,6299.6499999999996
2021-02-01,CSI1000,000852.SH,6321.7600000000002
2021-02-02,CSI1000,000852.SH,6401.6300000000001
2021-02-03,CSI1000,000852.SH,6357.3699999999999
2021-02-04,CSI1000,000852.SH,6136.0600000000004
2021-02-05,CSI1000,000852.SH,6117.4099999999999
2021-02-08,CSI1000,000852.SH,6090.8699999999999
2021-02-09,CSI1000,000852.SH,6247.3800000000001
2021-02-10,CSI1000,000852.SH,6298.96
2021-02-18,CSI1000,000852.SH,6405.4099999999999
2021-02-19,CSI1000,000852.SH,6508.1300000000001
2021-02-22,CSI1000,000852.SH,6624.1099999999997
2021-02-23,CSI1000,000852.SH,6523.7799999999997
2021-02-24,CSI1000,000852.SH,6437.8599999999997
2021-02-25,CSI1000,000852.SH,6421.79
2021-02-26,CSI1000,000852.SH,6316.3900000000003
2021-03-01,CSI1000,000852.SH,6458.0500000000002
2021-03-02,CSI1000,000852.SH,6434.6099999999997
2021-03-03,CSI1000,000852.SH,6529.0600000000004
2021-03-04,CSI1000,000852.SH,6439.5500000000002
2021-03-05,CSI1000,000852.SH,6474.7200000000003
2021-03-08,CSI1000,000852.SH,6397.8800000000001
2021-03-09,CSI1000,000852.SH,6228.7600000000002
2021-03-10,CSI1000,000852.SH,6093.1499999999996
2021-03-11,CSI1000,000852.SH,6209.3599999999997
2021-03-12,CSI1000,000852.SH,6213.8199999999997
2021-03-15,CSI1000,000852.SH,6161.7399999999998
2021-03-16,CSI1000,000852.SH,6208.46
2021-03-17,CSI1000,000852.SH,6274.0600000000004
2021-03-18,CSI1000,000852.SH,6294.9799999999996
2021-03-19,CSI1000,000852.SH,6251.1700000000001
2021-03-22,CSI1000,000852.SH,6346.3299999999999
2021-03-23,CSI1000,000852.SH,6299.21
2021-03-24,CSI1000,000852.SH,6200.4899999999998
2021-03-25,CSI1000,000852.SH,6203.5900000000001
2021-03-26,CSI1000,000852.SH,6305.1800000000003
2021-03-29,CSI1000,000852.SH,6324.5
2021-03-30,CSI1000,000852.SH,6290.6899999999996
2021-03-31,CSI1000,000852.SH,6288.9899999999998
2021-04-01,CSI1000,000852.SH,6322.3400000000001
2021-04-02,CSI1000,000852.SH,6351.1000000000004
2021-04-06,CSI1000,000852.SH,6413.2600000000002
2021-04-07,CSI1000,000852.SH,6405.79
2021-04-08,CSI1000,000852.SH,6430.46
2021-04-09,CSI1000,000852.SH,6387.1800000000003
2021-04-12,CSI1000,000852.SH,6289.8299999999999
2021-04-13,CSI1000,000852.SH,6234.5699999999997
2021-04-14,CSI1000,000852.SH,6315.4399999999996
2021-04-15,CSI1000,000852.SH,6294.3800000000001
2021-04-16,CSI1000,000852.SH,6376.7600000000002
2021-04-19,CSI1000,000852.SH,6468.8699999999999
2021-04-20,CSI1000,000852.SH,6494.1899999999996
2021-04-21,CSI1000,000852.SH,6462.0500000000002
2021-04-22,CSI1000,000852.SH,6490.5799999999999
2021-04-23,CSI1000,000852.SH,6442.21
2021-04-26,CSI1000,000852.SH,6458.7299999999996
2021-04-27,CSI1000,000852.SH,6392.0100000000002
2021-04-28,CSI1000,000852.SH,6416.4300000000003
2021-04-29,CSI1000,000852.SH,6421.8299999999999
2021-04-30,CSI1000,000852.SH,6373.8800000000001
2021-05-06,CSI1000,000852.SH,6405.4799999999996
2021-05-07,CSI1000,000852.SH,6351.9799999999996
2021-05-10,CSI1000,000852.SH,6316.5900000000001
2021-05-11,CSI1000,000852.SH,6353.0500000000002
2021-05-12,CSI1000,000852.SH,6396.1300000000001
2021-05-13,CSI1000,000852.SH,6386.7700000000004
2021-05-14,CSI1000,000852.SH,6453.4899999999998
2021-05-17,CSI1000,000852.SH,6456.5900000000001
2021-05-18,CSI1000,000852.SH,6476.3900000000003
2021-05-19,CSI1000,000852.SH,6492.1300000000001
2021-05-20,CSI1000,000852.SH,6500.6599999999999
2021-05-21,CSI1000,000852.SH,6490.6199999999999
2021-05-24,CSI1000,000852.SH,6522.79
2021-05-25,CSI1000,000852.SH,6604.6700000000001
2021-05-26,CSI1000,000852.SH,6654.9799999999996
2021-05-27,CSI1000,000852.SH,6684.9300000000003
2021-05-28,CSI1000,000852.SH,6689.2299999999996
2021-05-31,CSI1000,000852.SH,6794.8699999999999
2021-06-01,CSI1000,000852.SH,6838.4200000000001
2021-06-02,CSI1000,000852.SH,6757.0900000000001
2021-06-03,CSI1000,000852.SH,6795.9200000000001
2021-06-04,CSI1000,000852.SH,6788.7700000000004
2021-06-07,CSI1000,000852.SH,6841.0799999999999
2021-06-08,CSI1000,000852.SH,6791.2700000000004
2021-06-09,CSI1000,000852.SH,6806.0299999999997
2021-06-10,CSI1000,000852.SH,6884.6999999999998
2021-06-11,CSI1000,000852.SH,6880.9399999999996
2021-06-15,CSI1000,000852.SH,6843.3400000000001
2021-06-16,CSI1000,000852.SH,6682.6599999999999
2021-06-17,CSI1000,000852.SH,6771.6999999999998
2021-06-18,CSI1000,000852.SH,6850.9200000000001
2021-06-21,CSI1000,000852.SH,6948.5699999999997
2021-06-22,CSI1000,000852.SH,6983.71
2021-06-23,CSI1000,000852.SH,7051.8999999999996
2021-06-24,CSI1000,000852.SH,6990.3599999999997
2021-06-25,CSI1000,000852.SH,7006.8400000000001
2021-06-28,CSI1000,000852.SH,7047.3900000000003
2021-06-29,CSI1000,000852.SH,7018.6700000000001
2021-06-30,CSI1000,000852.SH,7062.8100000000004
2021-07-01,CSI1000,000852.SH,7068.0100000000002
2021-07-02,CSI1000,000852.SH,6914.1599999999999
2021-07-05,CSI1000,000852.SH,6970.0600000000004
2021-07-06,CSI1000,000852.SH,6914.2600000000002
2021-07-07,CSI1000,000852.SH,7079.96
2021-07-08,CSI1000,000852.SH,7093.3800000000001
2021-07-09,CSI1000,000852.SH,7129.9399999999996
2021-07-12,CSI1000,000852.SH,7273.71
2021-07-13,CSI1000,000852.SH,7305.4399999999996
2021-07-14,CSI1000,000852.SH,7320.6400000000003
2021-07-15,CSI1000,000852.SH,7221.21
2021-07-16,CSI1000,000852.SH,7264.3699999999999
2021-07-19,CSI1000,000852.SH,7188.5600000000004
2021-07-20,CSI1000,000852.SH,7227.5799999999999
2021-07-21,CSI1000,000852.SH,7406.21
2021-07-22,CSI1000,000852.SH,7424.75
2021-07-23,CSI1000,000852.SH,7392.3400000000001
2021-07-26,CSI1000,000852.SH,7272.5500000000002
2021-07-27,CSI1000,000852.SH,7300.9099999999999
2021-07-28,CSI1000,000852.SH,6928.6700000000001
2021-07-29,CSI1000,000852.SH,7206.8599999999997
2021-07-30,CSI1000,000852.SH,7219.8299999999999
2021-08-02,CSI1000,000852.SH,7368.0200000000004
2021-08-03,CSI1000,000852.SH,7349.4099999999999
2021-08-04,CSI1000,000852.SH,7458.9099999999999
2021-08-05,CSI1000,000852.SH,7437.6800000000003
2021-08-06,CSI1000,000852.SH,7427.1400000000003
2021-08-09,CSI1000,000852.SH,7493.3199999999997
2021-08-10,CSI1000,000852.SH,7520.9399999999996
2021-08-11,CSI1000,000852.SH,7605
2021-08-12,CSI1000,000852.SH,7653.5799999999999
2021-08-13,CSI1000,000852.SH,7620.6199999999999
2021-08-16,CSI1000,000852.SH,7598.25
2021-08-17,CSI1000,000852.SH,7403.8299999999999
2021-08-18,CSI1000,000852.SH,7363.04
2021-08-19,CSI1000,000852.SH,7488.1899999999996
2021-08-20,CSI1000,000852.SH,7394.71
2021-08-23,CSI1000,000852.SH,7657.6999999999998
2021-08-24,CSI1000,000852.SH,7715.71
2021-08-25,CSI1000,000852.SH,7736.8100000000004
2021-08-26,CSI1000,000852.SH,7713.9300000000003
2021-08-27,CSI1000,000852.SH,7671
2021-08-30,CSI1000,000852.SH,7700.5699999999997
2021-08-31,CSI1000,000852.SH,7707.2299999999996
2021-09-01,CSI1000,000852.SH,7598.8199999999997
2021-09-02,CSI1000,000852.SH,7676.5100000000002
2021-09-03,CSI1000,000852.SH,7647.9200000000001
2021-09-06,CSI1000,000852.SH,7707.0100000000002
2021-09-07,CSI1000,000852.SH,7876.46
2021-09-08,CSI1000,000852.SH,7890.8299999999999
2021-09-09,CSI1000,000852.SH,7862.3199999999997
2021-09-10,CSI1000,000852.SH,7931.5799999999999
2021-09-13,CSI1000,000852.SH,7930.3199999999997
2021-09-14,CSI1000,000852.SH,7957.7200000000003
2021-09-15,CSI1000,000852.SH,7965.5500000000002
2021-09-16,CSI1000,000852.SH,7784.9700000000003
2021-09-17,CSI1000,000852.SH,7696.9899999999998
2021-09-22,CSI1000,000852.SH,7772.0100000000002
2021-09-23,CSI1000,000852.SH,7828
2021-09-24,CSI1000,000852.SH,7730.5299999999997
2021-09-27,CSI1000,000852.SH,7507.8199999999997
2021-09-28,CSI1000,000852.SH,7494.5600000000004
2021-09-29,CSI1000,000852.SH,7265.3500000000004
2021-09-30,CSI1000,000852.SH,7397.2399999999998
2021-10-08,CSI1000,000852.SH,7416.7299999999996
2021-10-11,CSI1000,000852.SH,7389.3900000000003
2021-10-12,CSI1000,000852.SH,7156.25
2021-10-13,CSI1000,000852.SH,7261.46
2021-10-14,CSI1000,000852.SH,7350.6000000000004
2021-10-15,CSI1000,000852.SH,7373.4700000000003
2021-10-18,CSI1000,000852.SH,7388.5600000000004
2021-10-19,CSI1000,000852.SH,7492.75
2021-10-20,CSI1000,000852.SH,7522
2021-10-21,CSI1000,000852.SH,7495.3599999999997
2021-10-22,CSI1000,000852.SH,7463.29
2021-10-25,CSI1000,000852.SH,7512.6899999999996
2021-10-26,CSI1000,000852.SH,7511.9799999999996
2021-10-27,CSI1000,000852.SH,7419.6499999999996
2021-10-28,CSI1000,000852.SH,7295.6300000000001
2021-10-29,CSI1000,000852.SH,7374.4099999999999
2021-11-01,CSI1000,000852.SH,7457.0600000000004
2021-11-02,CSI1000,000852.SH,7314.3999999999996
2021-11-03,CSI1000,000852.SH,7321.3800000000001
2021-11-04,CSI1000,000852.SH,7460.5500000000002
2021-11-05,CSI1000,000852.SH,7427.1599999999999
2021-11-08,CSI1000,000852.SH,7415.6599999999999
2021-11-09,CSI1000,000852.SH,7521.5799999999999
2021-11-10,CSI1000,000852.SH,7483.5
2021-11-11,CSI1000,000852.SH,7597.21
2021-11-12,CSI1000,000852.SH,7699.0100000000002
2021-11-15,CSI1000,000852.SH,7686.7700000000004
2021-11-16,CSI1000,000852.SH,7614.3699999999999
2021-11-17,CSI1000,000852.SH,7704.1899999999996
2021-11-18,CSI1000,000852.SH,7733.8100000000004
2021-11-19,CSI1000,000852.SH,7804.8800000000001
2021-11-22,CSI1000,000852.SH,7939.3999999999996
2021-11-23,CSI1000,000852.SH,7944.46
2021-11-24,CSI1000,000852.SH,7961.3100000000004
2021-11-25,CSI1000,000852.SH,7949.0799999999999
2021-11-26,CSI1000,000852.SH,7939.0299999999997
2021-11-29,CSI1000,000852.SH,7982.4499999999998
2021-11-30,CSI1000,000852.SH,8040.6300000000001
2021-12-01,CSI1000,000852.SH,8024.2299999999996
2021-12-02,CSI1000,000852.SH,8000.3299999999999
2021-12-03,CSI1000,000852.SH,8024.3800000000001
2021-12-06,CSI1000,000852.SH,7970.2299999999996
2021-12-07,CSI1000,000852.SH,7746.6599999999999
2021-12-08,CSI1000,000852.SH,7904.29
2021-12-09,CSI1000,000852.SH,7931.3999999999996
2021-12-10,CSI1000,000852.SH,7960.7600000000002
2021-12-13,CSI1000,000852.SH,7993.4300000000003
2021-12-14,CSI1000,000852.SH,7981.3400000000001
2021-12-15,CSI1000,000852.SH,7989.2600000000002
2021-12-16,CSI1000,000852.SH,7982.5100000000002
2021-12-17,CSI1000,000852.SH,7918.1599999999999
2021-12-20,CSI1000,000852.SH,7795.29
2021-12-21,CSI1000,000852.SH,7832.8199999999997
2021-12-22,CSI1000,000852.SH,7937.3999999999996
2021-12-23,CSI1000,000852.SH,7932.6199999999999
2021-12-24,CSI1000,000852.SH,7788.7299999999996
2021-12-27,CSI1000,000852.SH,7770.6099999999997
2021-12-28,CSI1000,000852.SH,7828.5500000000002
2021-12-29,CSI1000,000852.SH,7873.8100000000004
2021-12-30,CSI1000,000852.SH,7925.8400000000001
2021-12-31,CSI1000,000852.SH,8006.8400000000001
2022-01-04,CSI1000,000852.SH,7999.9300000000003
2022-01-05,CSI1000,000852.SH,7752.4899999999998
2022-01-06,CSI1000,000852.SH,7860.3000000000002
2022-01-07,CSI1000,000852.SH,7765.0200000000004
2022-01-10,CSI1000,000852.SH,7725.2200000000003
2022-01-11,CSI1000,000852.SH,7658.8500000000004
2022-01-12,CSI1000,000852.SH,7758.2799999999997
2022-01-13,CSI1000,000852.SH,7680.6999999999998
2022-01-14,CSI1000,000852.SH,7699.9200000000001
2022-01-17,CSI1000,000852.SH,7815.1000000000004
2022-01-18,CSI1000,000852.SH,7757.9899999999998
2022-01-19,CSI1000,000852.SH,7623.0900000000001
2022-01-20,CSI1000,000852.SH,7531.6400000000003
2022-01-21,CSI1000,000852.SH,7422.1599999999999
2022-01-24,CSI1000,000852.SH,7435.3800000000001
2022-01-25,CSI1000,000852.SH,7230.2299999999996
2022-01-26,CSI1000,000852.SH,7140.46
2022-01-27,CSI1000,000852.SH,7044.6899999999996
2022-01-28,CSI1000,000852.SH,7049.8900000000003
2022-02-07,CSI1000,000852.SH,7059.8999999999996
2022-02-08,CSI1000,000852.SH,7018.7600000000002
2022-02-09,CSI1000,000852.SH,7177.21
2022-02-10,CSI1000,000852.SH,7149.3100000000004
2022-02-11,CSI1000,000852.SH,7070.4700000000003
2022-02-14,CSI1000,000852.SH,6999.4399999999996
2022-02-15,CSI1000,000852.SH,7093.9499999999998
2022-02-16,CSI1000,000852.SH,7178.7799999999997
2022-02-17,CSI1000,000852.SH,7247.29
2022-02-18,CSI1000,000852.SH,7222.4200000000001
2022-02-21,CSI1000,000852.SH,7306
2022-02-22,CSI1000,000852.SH,7249.5699999999997
2022-02-23,CSI1000,000852.SH,7441.4399999999996
2022-02-24,CSI1000,000852.SH,7277.8299999999999
2022-02-25,CSI1000,000852.SH,7375.2700000000004
2022-02-28,CSI1000,000852.SH,7417.3900000000003
2022-03-01,CSI1000,000852.SH,7406.5900000000001
2022-03-02,CSI1000,000852.SH,7400.96
2022-03-03,CSI1000,000852.SH,7357.8699999999999
2022-03-04,CSI1000,000852.SH,7263.3900000000003
2022-03-07,CSI1000,000852.SH,7085.5500000000002
2022-03-08,CSI1000,000852.SH,6998.3699999999999
2022-03-09,CSI1000,000852.SH,6629.7399999999998
2022-03-10,CSI1000,000852.SH,6945.0299999999997
2022-03-11,CSI1000,000852.SH,6930.1499999999996
2022-03-14,CSI1000,000852.SH,6869.5799999999999
2022-03-15,CSI1000,000852.SH,6594.2399999999998
2022-03-16,CSI1000,000852.SH,6637.9399999999996
2022-03-17,CSI1000,000852.SH,6831.1000000000004
2022-03-18,CSI1000,000852.SH,6872.2600000000002
2022-03-21,CSI1000,000852.SH,6906.8100000000004
2022-03-22,CSI1000,000852.SH,6926.0900000000001
2022-03-23,CSI1000,000852.SH,6955.0100000000002
2022-03-24,CSI1000,000852.SH,6934.2700000000004
2022-03-25,CSI1000,000852.SH,6852.8900000000003
2022-03-28,CSI1000,000852.SH,6771.96
2022-03-29,CSI1000,000852.SH,6759.0200000000004
2022-03-30,CSI1000,000852.SH,6855.0699999999997
2022-03-31,CSI1000,000852.SH,6762.9499999999998
2022-04-01,CSI1000,000852.SH,6772.0699999999997
2022-04-06,CSI1000,000852.SH,6745.3699999999999
2022-04-07,CSI1000,000852.SH,6663.8599999999997
2022-04-08,CSI1000,000852.SH,6591.8500000000004
2022-04-11,CSI1000,000852.SH,6380.0900000000001
2022-04-12,CSI1000,000852.SH,6373.5500000000002
2022-04-13,CSI1000,000852.SH,6367.1899999999996
2022-04-14,CSI1000,000852.SH,6384.6499999999996
2022-04-15,CSI1000,000852.SH,6319.2200000000003
2022-04-18,CSI1000,000852.SH,6322.9399999999996
2022-04-19,CSI1000,000852.SH,6322.7600000000002
2022-04-20,CSI1000,000852.SH,6253.04
2022-04-21,CSI1000,000852.SH,6026.5100000000002
2022-04-22,CSI1000,000852.SH,5960.5500000000002
2022-04-25,CSI1000,000852.SH,5496.5600000000004
2022-04-26,CSI1000,000852.SH,5363.5900000000001
2022-04-27,CSI1000,000852.SH,5505.2200000000003
2022-04-28,CSI1000,000852.SH,5475.1499999999996
2022-04-29,CSI1000,000852.SH,5730.9099999999999
2022-05-05,CSI1000,000852.SH,5864.3199999999997
2022-05-06,CSI1000,000852.SH,5777.0500000000002
2022-05-09,CSI1000,000852.SH,5815.2299999999996
2022-05-10,CSI1000,000852.SH,5933.7799999999997
2022-05-11,CSI1000,000852.SH,6093.9200000000001
2022-05-12,CSI1000,000852.SH,5983.54
2022-05-13,CSI1000,000852.SH,6050.79
2022-05-16,CSI1000,000852.SH,6094.5500000000002
2022-05-17,CSI1000,000852.SH,6103.4099999999999
2022-05-18,CSI1000,000852.SH,6166.7299999999996
2022-05-19,CSI1000,000852.SH,6144.3400000000001
2022-05-20,CSI1000,000852.SH,6244.1199999999999
2022-05-23,CSI1000,000852.SH,6332.3800000000001
2022-05-24,CSI1000,000852.SH,6194.5900000000001
2022-05-25,CSI1000,000852.SH,6169.8299999999999
2022-05-26,CSI1000,000852.SH,6226.3000000000002
2022-05-27,CSI1000,000852.SH,6197.6099999999997
2022-05-30,CSI1000,000852.SH,6242.8800000000001
2022-05-31,CSI1000,000852.SH,6328.3199999999997
2022-06-01,CSI1000,000852.SH,6341.6099999999997
2022-06-02,CSI1000,000852.SH,6439.8699999999999
2022-06-06,CSI1000,000852.SH,6584.25
2022-06-07,CSI1000,000852.SH,6542.1499999999996
2022-06-08,CSI1000,000852.SH,6569.29
2022-06-09,CSI1000,000852.SH,6461.5200000000004
2022-06-10,CSI1000,000852.SH,6626.1099999999997
2022-06-13,CSI1000,000852.SH,6629.3100000000004
2022-06-14,CSI1000,000852.SH,6584.3699999999999
2022-06-15,CSI1000,000852.SH,6745.9399999999996
2022-06-16,CSI1000,000852.SH,6687.21
2022-06-17,CSI1000,000852.SH,6746.5
2022-06-20,CSI1000,000852.SH,6853.8500000000004
2022-06-21,CSI1000,000852.SH,6748.8100000000004
2022-06-22,CSI1000,000852.SH,6761.4099999999999
2022-06-23,CSI1000,000852.SH,6808.7399999999998
2022-06-24,CSI1000,000852.SH,6926.4099999999999
2022-06-27,CSI1000,000852.SH,6990.8900000000003
2022-06-28,CSI1000,000852.SH,7048.9700000000003
2022-06-29,CSI1000,000852.SH,6973.8900000000003
2022-06-30,CSI1000,000852.SH,7009.0500000000002
2022-07-01,CSI1000,000852.SH,6980.9300000000003
2022-07-04,CSI1000,000852.SH,7052.6099999999997
2022-07-05,CSI1000,000852.SH,6954.2600000000002
2022-07-06,CSI1000,000852.SH,6926.8500000000004
2022-07-07,CSI1000,000852.SH,7040.8000000000002
2022-07-08,CSI1000,000852.SH,7007.4399999999996
2022-07-11,CSI1000,000852.SH,6843.3199999999997
2022-07-12,CSI1000,000852.SH,6802.2200000000003
2022-07-13,CSI1000,000852.SH,6838.5500000000002
2022-07-14,CSI1000,000852.SH,6923.6400000000003
2022-07-15,CSI1000,000852.SH,6916.71
2022-07-18,CSI1000,000852.SH,6945.3199999999997
2022-07-19,CSI1000,000852.SH,7000.5900000000001
2022-07-20,CSI1000,000852.SH,7092.4799999999996
2022-07-21,CSI1000,000852.SH,7114.21
2022-07-22,CSI1000,000852.SH,6991.0100000000002
2022-07-25,CSI1000,000852.SH,6941.1400000000003
2022-07-26,CSI1000,000852.SH,7000.1899999999996
2022-07-27,CSI1000,000852.SH,7090.04
2022-07-28,CSI1000,000852.SH,7161.6499999999996
2022-07-29,CSI1000,000852.SH,7144.0200000000004
2022-08-01,CSI1000,000852.SH,7170.5500000000002
2022-08-02,CSI1000,000852.SH,7000.21
2022-08-03,CSI1000,000852.SH,7031.5
2022-08-04,CSI1000,000852.SH,6894.2399999999998
2022-08-05,CSI1000,000852.SH,7046.8999999999996
2022-08-08,CSI1000,000852.SH,7148.4300000000003
2022-08-09,CSI1000,000852.SH,7174
2022-08-10,CSI1000,000852.SH,7209.8999999999996
2022-08-11,CSI1000,000852.SH,7280.4200000000001
2022-08-12,CSI1000,000852.SH,7252.5500000000002
2022-08-15,CSI1000,000852.SH,7283.5600000000004
2022-08-16,CSI1000,000852.SH,7322.54
2022-08-17,CSI1000,000852.SH,7330.3100000000004
2022-08-18,CSI1000,000852.SH,7345.8900000000003
2022-08-19,CSI1000,000852.SH,7284.3599999999997
2022-08-22,CSI1000,000852.SH,7268.8299999999999
2022-08-23,CSI1000,000852.SH,7289.71
2022-08-24,CSI1000,000852.SH,7082.6899999999996
2022-08-25,CSI1000,000852.SH,6955.3400000000001
2022-08-26,CSI1000,000852.SH,7016
2022-08-29,CSI1000,000852.SH,7014.7200000000003
2022-08-30,CSI1000,000852.SH,6961.9700000000003
2022-08-31,CSI1000,000852.SH,6815.1199999999999
2022-09-01,CSI1000,000852.SH,6747.6700000000001
2022-09-02,CSI1000,000852.SH,6764.7600000000002
2022-09-05,CSI1000,000852.SH,6759.3500000000004
2022-09-06,CSI1000,000852.SH,6887.7600000000002
2022-09-07,CSI1000,000852.SH,6944.6700000000001
2022-09-08,CSI1000,000852.SH,6913.7700000000004
2022-09-09,CSI1000,000852.SH,6910.6700000000001
2022-09-13,CSI1000,000852.SH,6899.6400000000003
2022-09-14,CSI1000,000852.SH,6814.9499999999998
2022-09-15,CSI1000,000852.SH,6569.3900000000003
2022-09-16,CSI1000,000852.SH,6536.1199999999999
2022-09-19,CSI1000,000852.SH,6375.9499999999998
2022-09-20,CSI1000,000852.SH,6484.9799999999996
2022-09-21,CSI1000,000852.SH,6486.2200000000003
2022-09-22,CSI1000,000852.SH,6484.8599999999997
2022-09-23,CSI1000,000852.SH,6385.9799999999996
2022-09-26,CSI1000,000852.SH,6329.4700000000003
2022-09-27,CSI1000,000852.SH,6357.4899999999998
2022-09-28,CSI1000,000852.SH,6268.3000000000002
2022-09-29,CSI1000,000852.SH,6237.4799999999996
2022-09-30,CSI1000,000852.SH,6177.8400000000001
2022-10-10,CSI1000,000852.SH,6014.6899999999996
2022-10-11,CSI1000,000852.SH,6022.5500000000002
2022-10-12,CSI1000,000852.SH,6081.6899999999996
2022-10-13,CSI1000,000852.SH,6284.0200000000004
2022-10-14,CSI1000,000852.SH,6396.3999999999996
2022-10-17,CSI1000,000852.SH,6459.1400000000003
2022-10-18,CSI1000,000852.SH,6511.54
2022-10-19,CSI1000,000852.SH,6486.0600000000004
2022-10-20,CSI1000,000852.SH,6473.5200000000004
2022-10-21,CSI1000,000852.SH,6449.4899999999998
2022-10-24,CSI1000,000852.SH,6385.5
2022-10-25,CSI1000,000852.SH,6363.4899999999998
2022-10-26,CSI1000,000852.SH,6464.3900000000003
2022-10-27,CSI1000,000852.SH,6513.7600000000002
2022-10-28,CSI1000,000852.SH,6310.9899999999998
2022-10-31,CSI1000,000852.SH,6287.0799999999999
2022-11-01,CSI1000,000852.SH,6366.1999999999998
2022-11-02,CSI1000,000852.SH,6555.3400000000001
2022-11-03,CSI1000,000852.SH,6560.1400000000003
2022-11-04,CSI1000,000852.SH,6701.6499999999996
2022-11-07,CSI1000,000852.SH,6685.5699999999997
2022-11-08,CSI1000,000852.SH,6656.71
2022-11-09,CSI1000,000852.SH,6679.5799999999999
2022-11-10,CSI1000,000852.SH,6610.3400000000001
2022-11-11,CSI1000,000852.SH,6720.2399999999998
2022-11-14,CSI1000,000852.SH,6577.8100000000004
2022-11-15,CSI1000,000852.SH,6718.21
2022-11-16,CSI1000,000852.SH,6704.0900000000001
2022-11-17,CSI1000,000852.SH,6649.1400000000003
2022-11-18,CSI1000,000852.SH,6710.9200000000001
2022-11-21,CSI1000,000852.SH,6682.4099999999999
2022-11-22,CSI1000,000852.SH,6598.3500000000004
2022-11-23,CSI1000,000852.SH,6566.4799999999996
2022-11-24,CSI1000,000852.SH,6591.1300000000001
2022-11-25,CSI1000,000852.SH,6522.5299999999997
2022-11-28,CSI1000,000852.SH,6459.2299999999996
2022-11-29,CSI1000,000852.SH,6592.1000000000004
2022-11-30,CSI1000,000852.SH,6582.9899999999998
2022-12-01,CSI1000,000852.SH,6653.5200000000004
