trading_day,index_name,symbol,open_0931,close_0935,close_0950,close_1005,close_1035,close_1500
2024-01-02,CSI1000,000852.SH,5891.1700000000001,5879.0500000000002,5875.8900000000003,5886.5100000000002,5882.46,5854.75
2024-01-02,CSI300,000300.SH,3426.27,3408.2199999999998,3406.75,3410.6199999999999,3401.5700000000002,3386.3499999999999
2024-01-03,CSI1000,000852.SH,5838.5500000000002,5854.3000000000002,5852.96,5848.5500000000002,5840.3400000000001,5824.04
2024-01-03,CSI300,000300.SH,3379.75,3389.6799999999998,3386.1100000000001,3383.6599999999999,3380.25,3378.3000000000002
2024-01-04,CSI1000,000852.SH,5814.9399999999996,5781.79,5786.0900000000001,5790.3900000000003,5784.3800000000001,5783.0200000000004
2024-01-04,CSI300,000300.SH,3375.02,3370.0900000000001,3355.54,3347.04,3342.4499999999998,3347.0500000000002
2024-01-05,CSI1000,000852.SH,5779.7600000000002,5779.29,5783.5100000000002,5774.54,5757.3999999999996,5675.8100000000004
2024-01-05,CSI300,000300.SH,3341.3099999999999,3352.3400000000001,3356.6700000000001,3355.9099999999999,3364.8800000000001,3329.1100000000001
2024-01-08,CSI1000,000852.SH,5664.4499999999998,5631.9899999999998,5615.21,5617.3100000000004,5610.1099999999997,5543.5699999999997
2024-01-08,CSI300,000300.SH,3322.6100000000001,3328.6300000000001,3313.04,3307.1199999999999,3301.6500000000001,3286.0599999999999
2024-01-09,CSI1000,000852.SH,5553.1800000000003,5566.25,5562.8500000000004,5567.6300000000001,5606.3900000000003,5553.3000000000002
2024-01-09,CSI300,000300.SH,3286.71,3285.77,3280.0100000000002,3289.5999999999999,3301.3000000000002,3292.5
2024-01-10,CSI1000,000852.SH,5540.6599999999999,5485.1000000000004,5494.54,5529.1199999999999,5565.5600000000004,5512.0699999999997
2024-01-10,CSI300,000300.SH,3281.6700000000001,3278,3281.7199999999998,3288.6599999999999,3296.02,3277.1300000000001
2024-01-11,CSI1000,000852.SH,5507.8000000000002,5536.1499999999996,5535.6800000000003,5531.2700000000004,5551.0100000000002,5611.1099999999997
2024-01-11,CSI300,000300.SH,3275.3099999999999,3276.7399999999998,3272.25,3270.3000000000002,3284.0599999999999,3295.6700000000001
2024-01-12,CSI1000,000852.SH,5601.1000000000004,5611.96,5608.7399999999998,5634.4899999999998,5637.6700000000001,5574.4899999999998
2024-01-12,CSI300,000300.SH,3284.3600000000001,3281.25,3291.5,3301.3800000000001,3303.3200000000002,3284.1700000000001
2024-01-15,CSI1000,000852.SH,5558.1499999999996,5545.1899999999996,5528.9799999999996,5583.4099999999999,5580.8999999999996,5559.3800000000001
2024-01-15,CSI300,000300.SH,3270.0999999999999,3264.0599999999999,3266.5100000000002,3281.0799999999999,3288.8299999999999,3280.9200000000001
2024-01-16,CSI1000,000852.SH,5555,5544.3699999999999,5555.8500000000004,5562.1700000000001,5537.7600000000002,5539.4700000000003
2024-01-16,CSI300,000300.SH,3272.5700000000002,3277.1199999999999,3288.7399999999998,3292.3200000000002,3296.3600000000001,3300.8800000000001
2024-01-17,CSI1000,000852.SH,5529.8900000000003,5510.9700000000003,5521.5900000000001,5505.8699999999999,5496.6400000000003,5389.1199999999999
2024-01-17,CSI300,000300.SH,3291.1399999999999,3288.3299999999999,3278.9099999999999,3272.8000000000002,3269.6999999999998,3229.0799999999999
2024-01-18,CSI1000,000852.SH,5360.21,5327.5799999999999,5323.7399999999998,5332.2299999999996,5286.4700000000003,5373.4200000000001
2024-01-18,CSI300,000300.SH,3214.2800000000002,3208.23,3208.4099999999999,3226.6500000000001,3211.3600000000001,3274.73
