trading_day,index_name,symbol,open_0931,close_0935,close_0950,close_1005,close_1035,close_1500
2021-01-04,CSI1000,000852.SH,6671.9300000000003,6667.4099999999999,6716.75,6729.0900000000001,6754.2299999999996,6798.7600000000002
2021-01-04,CSI300,000300.SH,5212.9300000000003,5195.1899999999996,5220.4399999999996,5227.29,5236.9200000000001,5267.7200000000003
2021-01-05,CSI1000,000852.SH,6785.5200000000004,6791.3199999999997,6788.9499999999998,6816.6000000000004,6796.46,6807.4499999999998
2021-01-05,CSI300,000300.SH,5245.8400000000001,5253.9200000000001,5277.75,5292.1300000000001,5299.3999999999996,5368.5
2021-01-06,CSI1000,000852.SH,6803.6899999999996,6795.0100000000002,6767.3900000000003,6713.4700000000003,6745.8100000000004,6724.9499999999998
2021-01-06,CSI300,000300.SH,5386.5100000000002,5415.7799999999997,5424.2299999999996,5386.79,5404.6999999999998,5417.6700000000001
2021-01-07,CSI1000,000852.SH,6708.7200000000003,6677.7799999999997,6658.2200000000003,6662.3699999999999,6635.1199999999999,6616.5500000000002
2021-01-07,CSI300,000300.SH,5428.3900000000003,5423.6899999999996,5453.5799999999999,5443.1199999999999,5433.5200000000004,5513.6599999999999
2021-01-08,CSI1000,000852.SH,6603.5,6556.1000000000004,6574.5900000000001,6580.9300000000003,6633.1999999999998,6585.3599999999997
2021-01-08,CSI300,000300.SH,5526.29,5534.2299999999996,5500.7600000000002,5494.5699999999997,5513.29,5495.4300000000003
2021-01-11,CSI1000,000852.SH,6579.6400000000003,6543.4200000000001,6549.75,6568.8999999999996,6574.1800000000003,6475.9499999999998
2021-01-11,CSI300,000300.SH,5504.2399999999998,5485.6499999999996,5498.3999999999996,5524.8599999999997,5544.2200000000003,5441.1599999999999
2021-01-12,CSI1000,000852.SH,6453.0100000000002,6477.4099999999999,6507.5699999999997,6526.54,6492.8900000000003,6564.7399999999998
2021-01-12,CSI300,000300.SH,5419.5,5439.6899999999996,5442.96,5459.4200000000001,5473.1099999999997,5596.3500000000004
2021-01-13,CSI1000,000852.SH,6567.6000000000004,6538.6599999999999,6546.7600000000002,6542.1499999999996,6532.4399999999996,6513.6400000000003
