trading_day,index_name,symbol,open_0931,close_0935,close_0950,close_1005,close_1035,close_1500
2025-01-02,CSI1000,000852.SH,5948.6800000000003,5908.8800000000001,5935.5,5942.9099999999999,5960.8999999999996,5797.0900000000001
2025-01-02,CSI300,000300.SH,3931.8200000000002,3920.79,3898.6100000000001,3886.21,3882.27,3820.4000000000001
2025-01-03,CSI1000,000852.SH,5808.54,5752.6999999999998,5729.0500000000002,5738.3999999999996,5808.4200000000001,5625.21
2025-01-03,CSI300,000300.SH,3825.2399999999998,3818.0599999999999,3812.6900000000001,3806.9499999999998,3835.8400000000001,3775.1599999999999
2025-01-06,CSI1000,000852.SH,5614.0299999999997,5614.6199999999999,5655.1199999999999,5627.1499999999996,5662.6999999999998,5608.0299999999997
2025-01-06,CSI300,000300.SH,3775.9899999999998,3778.8000000000002,3763.4000000000001,3744.25,3785.5799999999999,3768.9699999999998
2025-01-07,CSI1000,000852.SH,5610.9499999999998,5636.8000000000002,5639.3699999999999,5641.0100000000002,5616.3900000000003,5692.04
2025-01-07,CSI300,000300.SH,3760.8699999999999,3767.8800000000001,3774.2600000000002,3777.8600000000001,3768.79,3796.1100000000001
2025-01-08,CSI1000,000852.SH,5664.3100000000004,5663.3999999999996,5657.6400000000003,5624.8599999999997,5568.6499999999996,5661.7799999999997
2025-01-08,CSI300,000300.SH,3781.2600000000002,3773.1900000000001,3783.46,3785.9299999999998,3772.7199999999998,3789.2199999999998
2025-01-09,CSI1000,000852.SH,5629.8999999999996,5667.6000000000004,5701.1499999999996,5695.3599999999997,5689.0699999999997,5672.7799999999997
2025-01-09,CSI300,000300.SH,3780.73,3772.9899999999998,3785.8800000000001,3788.9000000000001,3784.4499999999998,3779.8800000000001
2025-01-10,CSI1000,000852.SH,5662.7700000000004,5674.2200000000003,5699.3900000000003,5655.9399999999996,5683.25,5544.9200000000001
2025-01-10,CSI300,000300.SH,3778.8899999999999,3774.5900000000001,3772.2199999999998,3755.6100000000001,3773.9899999999998,3732.48
2025-01-13,CSI1000,000852.SH,5487.1199999999999,5494.8800000000001,5523.5299999999997,5543.6400000000003,5539.6499999999996,5559.4700000000003
2025-01-13,CSI300,000300.SH,3704.4400000000001,3720.6500000000001,3730.6900000000001,3731.3099999999999,3722.1500000000001,3722.5100000000002
2025-01-14,CSI1000,000852.SH,5580.8800000000001,5578.1599999999999,5610.5100000000002,5661.29,5683.1300000000001,5811.0500000000002
2025-01-14,CSI300,000300.SH,3728.5599999999999,3728.6100000000001,3738,3753.1100000000001,3763.7399999999998,3820.54
2025-01-15,CSI1000,000852.SH,5805.8999999999996,5792.7299999999996,5779.6700000000001,5769.0299999999997,5786.7200000000003,5775.5699999999997
2025-01-15,CSI300,000300.SH,3810.04,3805.5,3813.75,3807.04,3807.4899999999998,3796.0300000000002
2025-01-16,CSI1000,000852.SH,5810.0500000000002,5857.8299999999999,5886.3199999999997,5844.0100000000002,5845.5100000000002,5801.3100000000004
2025-01-16,CSI300,000300.SH,3812.1900000000001,3822.79,3832.6100000000001,3825.04,3815.3099999999999,3800.3800000000001
2025-01-17,CSI1000,000852.SH,5780.6099999999997,5794.3400000000001,5781.6599999999999,5809.3900000000003,5779.0500000000002,5841.5699999999997
2025-01-17,CSI300,000300.SH,3788.3699999999999,3791.46,3790.48,3815.54,3800.3200000000002,3812.3400000000001
2025-01-20,CSI1000,000852.SH,5877.9700000000003,5875.29,5887.9499999999998,5921.7799999999997,5920.46,5879.1499999999996
2025-01-20,CSI300,000300.SH,3835.3000000000002,3846.96,3854.23,3852.9400000000001,3854.8200000000002,3829.6799999999998
2025-01-21,CSI1000,000852.SH,5911.3999999999996,5897.4300000000003,5853.1400000000003,5860.4499999999998,5851.2700000000004,5908.0200000000004
2025-01-21,CSI300,000300.SH,3850.3600000000001,3831.02,3821.0599999999999,3834.8299999999999,3830.6700000000001,3832.6100000000001
2025-01-22,CSI1000,000852.SH,5879.8400000000001,5871,5877.7700000000004,5847.8199999999997,5844.8800000000001,5855.7399999999998
2025-01-22,CSI300,000300.SH,3823.9400000000001,3819.27,3800.1100000000001,3785.25,3793.8400000000001,3797.02
2025-01-23,CSI1000,000852.SH,5911.2200000000003,5898.9499999999998,5981.3800000000001,5937.2700000000004,5930.4300000000003,5829.0299999999997
2025-01-23,CSI300,000300.SH,3829.0500000000002,3824.5999999999999,3856.6500000000001,3832.0700000000002,3833.9699999999998,3803.7399999999998
2025-01-24,CSI1000,000852.SH,5815.46,5844.8999999999996,5859.3900000000003,5881.6099999999997,5878.8999999999996,5938.1300000000001
2025-01-24,CSI300,000300.SH,3793.8499999999999,3800.6300000000001,3807.54,3830.8000000000002,3826.8400000000001,3832.8600000000001
2025-01-27,CSI1000,000852.SH,5946.7299999999996,5926.9399999999996,5947.2799999999997,5921.9700000000003,5912.9700000000003,5846.0699999999997
2025-01-27,CSI300,000300.SH,3836.96,3848.0900000000001,3846.25,3839.6599999999999,3830.6599999999999,3817.0799999999999
2025-02-05,CSI1000,000852.SH,5900.5100000000002,5881.8400000000001,5926.3900000000003,5872.6499999999996,5897.9300000000003,5881.4399999999996
2025-02-05,CSI300,000300.SH,3844.6999999999998,3806.5,3812.6900000000001,3794.5300000000002,3809.5599999999999,3795.0799999999999
