index_name,symbol,trading_day,open_0931,close_0935,close_0950,close_1005,close_1035,close_1500,prev_close_1500,r1,rvol20,gap,gap_rvol,required_clocks_complete
CSI1000,000852.SH,2018-01-02,7027.6300000000001,7033.3599999999997,7032.8800000000001,7027.8000000000002,7043.9099999999999,7092.2200000000003,7018.0600000000004,0.0088260745817678732,0.0096269792711785856,0.001363624705402966,0.14164616615363543,True
CSI300,000300.SH,2018-01-02,4045.21,4059.5999999999999,4066.5100000000002,4062.8499999999999,4073.1700000000001,4087.75,4031.3699999999999,0.0030753842364164008,0.0089672627793551864,0.0034330761006804433,0.38284548865727647,True
CSI500,000905.SH,2018-01-02,6263.1499999999996,6266.6099999999997,6272.79,6266.2600000000002,6284.6599999999999,6332.6099999999997,6250.3000000000002,0.0073135511819653054,0.0091973629936209587,0.0020559013167367191,0.22353160554418006,True
CSI1000,000852.SH,2018-01-03,7090.8699999999999,7089.9200000000001,7101.9399999999996,7105.2700000000004,7125.9499999999998,7160.3000000000002,7092.2200000000003,0.01056702279547328,0.0097255509269150633,-0.00019034942514484232,-0.019572096899730183,True
CSI300,000300.SH,2018-01-03,4091.46,4093.8899999999999,4107.29,4111,4131.21,4112.1999999999998,4087.75,0.013985320126904677,0.009414745865515637,0.00090758974986249186,0.096400876117837084,True
CSI500,000905.SH,2018-01-03,6331.7200000000003,6331.0799999999999,6341.0100000000002,6345,6365.6800000000003,6388.6099999999997,6332.6099999999997,0.01316896788954125,0.0095884757421052479,-0.00014054236720706381,-0.014657425328815223,True
CSI1000,000852.SH,2018-01-04,7149.6800000000003,7143.1700000000001,7161.7200000000003,7155.3699999999999,7156.9700000000003,7175.3500000000004,7160.3000000000002,0.0095992510102620443,0.0076421591273946911,-0.0014831780791307869,-0.19407840826214529,True
CSI300,000300.SH,2018-01-04,4114.1199999999999,4110.29,4116.0799999999999,4113.8900000000003,4119.7600000000002,4129.4099999999999,4112.1999999999998,0.0059812855482843652,0.0094392610098314421,0.0004669033607314077,0.049463973953586565,True
CSI500,000905.SH,2018-01-04,6380.2700000000004,6380.1300000000001,6394.5299999999997,6391.6099999999997,6395.8999999999996,6418.0799999999999,6388.6099999999997,0.0088431152400036961,0.0079305050539445979,-0.0013054482900034525,-0.16461099023625594,True
CSI1000,000852.SH,2018-01-05,7172,7168.8000000000002,7179.8100000000004,7171.3000000000002,7175.9099999999999,7177.0900000000001,7175.3500000000004,0.0021018672401995619,0.0073767766164456522,-0.00046687618025609279,-0.063289998400554451,True
CSI300,000300.SH,2018-01-05,4133.3400000000001,4124.3500000000004,4140.9200000000001,4131.1800000000003,4132.9300000000003,4139.1400000000003,4129.4099999999999,0.0041851077282233362,0.0093250718440340934,0.00095170980842307351,0.10205924676408251,True
CSI500,000905.SH,2018-01-05,6414.7700000000004,6407.8299999999999,6415.8299999999999,6406.3900000000003,6408.0600000000004,6416.9499999999998,6418.0799999999999,0.0046128970151566584,0.0078837645596367342,-0.0005157305611646068,-0.065416788802273737,True
CSI1000,000852.SH,2018-01-08,7172.04,7163.6999999999998,7140.8800000000001,7140.5299999999997,7145.9300000000003,7188.54,7177.0900000000001,0.00024249688168520578,0.0073692023662025284,-0.0007036277934372448,-0.09548221889852046,True
CSI300,000300.SH,2018-01-08,4140.8500000000004,4144.7200000000003,4129.0200000000004,4133.6899999999996,4142.4899999999998,4160.46,4139.1400000000003,0.0023562688132203746,0.0088417926483354056,0.00041312929739034665,0.04672460821258053,True
CSI500,000905.SH,2018-01-08,6413.8699999999999,6417.2299999999996,6397.8400000000001,6403.0600000000004,6411.6400000000003,6446.79,6416.9499999999998,-0.0001760651160471749,0.0076695518473568723,-0.00047997880613059873,-0.062582379737873728,True
CSI1000,000852.SH,2018-01-09,7179.9300000000003,7180.8000000000002,7175.0500000000002,7177.6899999999996,7163.7799999999997,7177.2299999999996,7188.54,0.0015953541059119392,0.0071206231150906275,-0.0011977397357459951,-0.16820715215324958,True
CSI300,000300.SH,2018-01-09,4157.54,4165.6300000000001,4163.1300000000001,4169.8599999999997,4166.96,4189.7399999999998,4160.46,0.0051508284329593312,0.0087565279267923617,-0.00070184546901064238,-0.080151114103479845,True
CSI500,000905.SH,2018-01-09,6441.6800000000003,6443.5100000000002,6443.8000000000002,6447.8199999999997,6429,6446.6700000000001,6446.79,0.0046501842775774627,0.007411332618860126,-0.00079264253993072131,-0.10695006966947207,True
CSI1000,000852.SH,2018-01-10,7172.7299999999996,7172.5699999999997,7153.3299999999999,7163.8500000000004,7160.4099999999999,7139.0600000000004,7177.2299999999996,-0.0015733375622867252,0.0066549778655720345,-0.00062698283321005466,-0.094212609850079759,True
CSI300,000300.SH,2018-01-10,4187.1999999999998,4193.7700000000004,4183.3599999999997,4196.4899999999998,4197.5200000000004,4208.3199999999997,4189.7399999999998,0.0070376833330929589,0.0081743109050588566,-0.00060624286948596229,-0.074164400709394993,True
