trading_day,prev_trading_day,asset_id,prev_close_1500_qfq,close_0935_qfq,close_0950_qfq
2017-01-03,2016-12-30,000420,3.9,3.88,3.9
2017-01-03,2016-12-30,000516,,,
2017-01-03,2016-12-30,000596,39.03403039964039,38.86245224403758,38.86245224403758
2017-01-03,2016-12-30,000727,,,
2017-01-03,2016-12-30,002114,22.16,22.34,22.43
2017-01-03,2016-12-30,002125,8.538797958701126,8.574130915771615,8.656574482269418
2017-01-03,2016-12-30,002139,8.392672159998249,8.411760876055864,8.46902702422871
2017-01-03,2016-12-30,002141,10.03471939382775,10.10468257685245,10.11467731728455
2017-01-03,2016-12-30,002196,13.95905244210651,14.05226815123577,14.00566029667113
2017-01-03,2016-12-30,002234,20.58513222360043,20.56605425119672,20.55651526499487
2017-01-03,2016-12-30,002252,22.55331860304955,22.37750234715743,22.38726991692922
2017-01-03,2016-12-30,002402,10.00241920644215,10.01218719394845,10.10009908150507
2017-01-03,2016-12-30,002407,18.59248055041939,18.72192618268688,18.66060983056018
2017-01-03,2016-12-30,002421,6.31028867269357,6.387009507619936,6.31028867269357
2017-01-03,2016-12-30,002436,6.638787893018224,6.687246198806678,6.71632118227975
2017-01-03,2016-12-30,002466,22.18256355801517,22.27826645163989,22.28510237261309
2017-01-03,2016-12-30,002472,10.94378868545287,10.95343929275927,10.96308990006566
2017-01-03,2016-12-30,300026,5.228029706367796,5.237657753709174,5.24728580105055
2017-01-03,2016-12-30,300187,11.25938124178536,11.37818964774576,11.37818964774576
2017-01-03,2016-12-30,300198,6.66,6.69,6.66
2017-01-03,2016-12-30,300207,12.97262592294294,12.87929767889299,13.08461981580288
2017-01-03,2016-12-30,300256,7.855260746786079,7.881776394876497,7.928178779034727
2017-01-03,2016-12-30,300274,7.050023581358906,7.043334754431621,7.01657944672248
2017-01-03,2016-12-30,300381,23.12570401351069,23.23205131457616,23.25138718749716
2017-01-03,2016-12-30,300477,,,
2017-01-03,2016-12-30,300479,,,
2017-01-03,2016-12-30,300486,11.417885138264,11.46180008110348,11.45301709253558
2017-01-03,2016-12-30,600054,14.31958522547229,14.25713220579734,14.2660540657509
2017-01-03,2016-12-30,600461,5.069382720807312,5.049398294838294,5.069382720807312
2017-01-03,2016-12-30,600782,2.638484404495331,2.638484404495331,2.630584750589656
2017-01-03,2016-12-30,601216,2.779819388466553,2.761885069831285,2.761885069831285
2017-01-03,2016-12-30,601222,6.424927776751288,6.448812266627686,6.456773763253152
2017-01-04,2017-01-03,000420,3.93,3.92,3.93
2017-01-04,2017-01-03,000516,,,
2017-01-04,2017-01-03,000596,39.22276637080349,39.12839838522194,39.58308049756941
