trading_day,holiday_reopen,a50_channel_mode,a50_channel_return,a50_target_end_time,hkma_usdcny_closure_return
2015-04-13,0,ordinary,0.0081712062256799993,91449,-0.00016049432251341589
2015-04-14,0,ordinary,-0.0055555555555600001,91456,0
2015-04-15,0,ordinary,-0.00038402457757300001,91459,0
2015-04-16,0,ordinary,-0.0043511161558800002,91459,0
2015-04-17,0,ordinary,0.015367926234,91459,0
2015-04-20,0,ordinary,-0.0105413614436,91459,0.00027965322999490283
2015-04-21,0,ordinary,0.0088954781319499996,91459,0
2015-04-22,0,ordinary,0.0079710144927500007,91451,0
2015-04-23,0,ordinary,0.0010557803976799999,91458,0
2015-04-24,0,ordinary,-0.0089094796863900001,91453,0
2015-04-27,0,ordinary,0.0081286127167600006,91459,0.00031974420463631859
2015-04-28,0,ordinary,0.00017458100558700001,91456,0
2015-04-29,0,ordinary,-0.0047013755876700002,91454,0
2015-04-30,0,ordinary,,,0
2015-05-04,1,holiday,,,0.00089911814876941776
2015-05-05,0,ordinary,0.0015903869941700001,91456,0
2015-05-06,0,ordinary,-0.0014692378328699999,91457,0
2015-05-07,0,ordinary,-0.00036982248520700002,91457,0
2015-05-08,0,ordinary,0.00373761913661,91459,0
2015-05-11,0,ordinary,0.0029834048107400001,91459,-0.00031141843497373145
2015-05-12,0,ordinary,-0.00091575091575099999,91449,0
2015-05-13,0,ordinary,0,91457,0
2015-05-14,0,ordinary,0.0029973772948699998,91456,0
2015-05-15,0,ordinary,0.0056380379627899999,91453,0
2015-05-18,0,ordinary,-0.00076016723679200003,91459,-0.00024910932279420539
2015-05-19,0,ordinary,0.0034999027804800001,91457,0
2015-05-20,0,ordinary,0.0085454207690899998,91459,0
2015-05-21,0,ordinary,0.0065031586770700001,91455,0
2015-05-22,0,ordinary,0.0058586598315600001,91459,0
2015-05-25,0,ordinary,-0.0014191946070600001,91459,0.0001199664094051478
2015-05-26,0,ordinary,0,91459,0
2015-05-27,0,ordinary,0.0068516615279199996,91454,0
2015-05-28,0,ordinary,0.0013874436351000001,91457,0
2015-05-29,0,ordinary,,,0
2015-06-01,0,ordinary,-0.0030109145652999999,91457,-0.00012003841229213386
2015-06-02,0,ordinary,-0.0017889087656500001,91458,0
2015-06-03,0,ordinary,-0.0041314891323900003,91458,0
2015-06-04,0,ordinary,-0.0019844849359599999,91434,0
2015-06-05,0,ordinary,0.00070758889085400004,91459,0
2015-06-08,0,ordinary,-0.00462798148807,91457,8.0076873798740067e-05
2015-06-09,0,ordinary,-0.00050624367195400001,91458,0
2015-06-10,0,ordinary,-0.0098394614189500004,91456,0
2015-06-11,0,ordinary,0.0045398987253400004,91459,0
2015-06-12,0,ordinary,0.00351123595506,91458,0
2015-06-15,0,ordinary,0.0071891986673700004,91459,0.0005210629684557766
2015-06-16,0,ordinary,-0.0023499638467099999,91457,0
2015-06-17,0,ordinary,0.0044239631336399996,91459,0
2015-06-18,0,ordinary,0,91456,0
2015-06-19,0,ordinary,0.00323994663617,91459,0
2015-06-23,1,holiday,,,-0.00056031377571452712
2015-06-24,0,ordinary,-0.00057781201849000003,91456,0
2015-06-25,0,ordinary,0.0085146641437999996,91457,0
2015-06-26,0,ordinary,-0.0060159130603499996,91459,0
2015-06-29,0,ordinary,0.023590814196199999,91458,-8.8974017262599681e-05
2015-06-30,0,ordinary,,,0
2015-07-01,0,ordinary,0.0034232782923899999,91459,0
2015-07-02,0,ordinary,0.013341804320200001,91458,0
2015-07-03,0,ordinary,0.0084674005080400006,91459,0
2015-07-06,0,ordinary,0.0694536606945,91459,0.0006808169803764752
2015-07-07,0,ordinary,0.0067283431455000004,91459,0
2015-07-08,0,ordinary,-0.032459425717900003,91459,0
2015-07-09,0,ordinary,0.0073546856464999999,91459,0
2015-07-10,0,ordinary,0.0084835630965000002,91459,0
2015-07-13,0,ordinary,-0.0139225181598,91457,0.00044114698215369508
2015-07-14,0,ordinary,-0.00348574943613,91459,0
2015-07-15,0,ordinary,0.00835117773019,91458,0
2015-07-16,0,ordinary,0.0025985275010800002,91459,0
2015-07-17,0,ordinary,0.0088907705334500004,91459,0
2015-07-20,0,ordinary,0.00186335403727,91459,-0.00025804786787941847
2015-07-21,0,ordinary,-0.0081743869209799994,91459,0
2015-07-22,0,ordinary,-0.0033977489912900001,91452,0
2015-07-23,0,ordinary,-0.0072202166065000002,91438,0
2015-07-24,0,ordinary,-0.0016467682173700001,91459,0
2015-07-27,0,ordinary,-0.00756461441479,91454,0.00076299092442377869
2015-07-28,0,ordinary,0.002533978346,91459,0
2015-07-29,0,ordinary,0.015574896930800001,91459,0
2015-07-30,0,ordinary,0.0026893769609999999,91456,0
2015-07-31,0,ordinary,,,0
2015-08-03,0,ordinary,-0.00378340033105,91456,-0.00027223198224624046
2015-08-04,0,ordinary,-0.0086489013557700008,91453,0
2015-08-05,0,ordinary,0.000456412596988,91459,0
2015-08-06,0,ordinary,-0.00346820809249,91459,0
2015-08-07,0,ordinary,0.00116306117702,91456,0
2015-08-10,0,ordinary,-0.0032021957913999999,91459,-0.00024928046365668699
2015-08-11,0,ordinary,0.0039612676056300002,91459,0
2015-08-12,0,ordinary,-0.00221092195446,91449,0
2015-08-13,0,ordinary,0.00624721106649,91458,0
2015-08-14,0,ordinary,0.0013309671694800001,91458,0
2015-08-17,0,ordinary,0,91457,0.0022010018142937238
2015-08-18,0,ordinary,0.0011348161597800001,91447,0
2015-08-19,0,ordinary,0.0035739814153000001,91449,0
2015-08-20,0,ordinary,-0.0096926713947999999,91459,0
2015-08-21,0,ordinary,-0.0115942028986,91459,0
2015-08-24,0,ordinary,-0.0167709637046,91455,0.0025041157555174554
2015-08-25,0,ordinary,-0.010312151616500001,91458,0
2015-08-26,0,ordinary,0.024505462060799999,91459,0
2015-08-27,0,ordinary,0.030791366906500001,91458,0
2015-08-28,0,ordinary,0.025613372876799999,91456,0
2015-08-31,0,ordinary,,,0.0009546948238081665
2015-09-01,0,ordinary,-0.0094060736361199996,91445,0
2015-09-02,0,ordinary,-0.0122649223222,91456,0
2015-09-07,1,holiday,0.02235550708833145,92459,0.0043405676126879733
2015-09-08,0,ordinary,0.010065288356899999,91459,0
2015-09-09,0,ordinary,0.021796218487400001,91457,0
2015-09-10,0,ordinary,-0.0075012933264400001,91459,0
2015-09-11,0,ordinary,0.0070129870129899997,91457,0
2015-09-14,0,ordinary,0.0109660574413,91459,0.00016544649873839745
2015-09-15,0,ordinary,0.00213276459611,91454,0
2015-09-16,0,ordinary,0.012817089452599999,91459,0
2015-09-17,0,ordinary,-0.0059080400719200002,91457,0
2015-09-18,0,ordinary,0.0052356020942400001,91442,0
2015-09-21,0,ordinary,-0.00655651717808,91458,-0.00091205716181930185
2015-09-22,0,ordinary,0.0038930703348,91449,0
2015-09-23,0,ordinary,-0.0104993597951,91458,0
2015-09-24,0,ordinary,0.00078698845750299997,91457,0
2015-09-25,0,ordinary,0.0013140604467800001,91459,0
2015-09-28,0,ordinary,-0.0087579617834400002,91457,-0.0012383900928790714
2015-09-29,0,ordinary,-0.019930906191900001,91458,0
2015-09-30,0,ordinary,,,0
2015-10-08,1,holiday,0.068150963888134575,92459,-0.0011451006052672907
2015-10-09,0,ordinary,0.018625393494200001,91459,0
2015-10-12,0,ordinary,0.0075285565939800002,91459,-0.00049097827421162865
2015-10-13,0,ordinary,0.0070564516128999999,91459,0
2015-10-14,0,ordinary,-0.0098784194528899992,91457,0
2015-10-15,0,ordinary,0.010472541506999999,91459,0
2015-10-16,0,ordinary,0.010252563140799999,91458,0
2015-10-19,0,ordinary,0.0044753853804099996,91459,0.00073912864944780665
2015-10-20,0,ordinary,0.0024900398406400002,91455,0
2015-10-21,0,ordinary,-0.0012336540834000001,91457,0
2015-10-22,0,ordinary,0.0032597793380100002,91455,0
2015-10-23,0,ordinary,0.0099058940069300001,91455,0
2015-10-26,0,ordinary,0.0149546457465,91458,0.0012382878606513881
2015-10-27,0,ordinary,0.0026987242394500002,91455,0
2015-10-28,0,ordinary,-0.0061289531748000003,91457,0
2015-10-29,0,ordinary,0.0024894199651499999,91458,0
2015-10-30,0,ordinary,,,0
2015-11-02,0,ordinary,-0.0139720558882,91459,8.1599347205196793e-05
2015-11-03,0,ordinary,0.0080685829551199999,91459,0
2015-11-04,0,ordinary,0.0058183657981300003,91457,0
2015-11-05,0,ordinary,-0.0062953995157400003,91459,0
2015-11-06,0,ordinary,0.0054270882491699998,91459,0
2015-11-09,0,ordinary,-0.0025474756831899998,91459,0.0036233786898649534
2015-11-10,0,ordinary,-0.0056999544003599996,91459,0
2015-11-11,0,ordinary,-0.0025217790004600001,91453,0
2015-11-12,0,ordinary,0.0062341260678799998,91459,0
2015-11-13,0,ordinary,-0.0072480710778599997,91459,0
2015-11-16,0,ordinary,-0.016591609386099999,91458,-0.00020156692571027257
2015-11-17,0,ordinary,0.0088158208243999999,91459,0
2015-11-18,0,ordinary,0.0061860575779200001,91459,0
2015-11-19,0,ordinary,0.0076081787922000002,91457,0
2015-11-20,0,ordinary,-0.00023446658851100001,91458,0
2015-11-23,0,ordinary,0.0014137606031999999,91439,0.0012423903590510488
2015-11-24,0,ordinary,0.0021286660359499999,91458,0
2015-11-25,0,ordinary,0.0014218009478699999,91457,0
2015-11-26,0,ordinary,0.0075347303979299996,91459,0
2015-11-27,0,ordinary,-0.00023540489642200001,91459,0
2015-11-30,0,ordinary,,,0.00054099042863087199
2015-12-01,0,ordinary,0.0029955067398900002,91451,0
2015-12-02,0,ordinary,0.00074275810844299996,91458,0
2015-12-03,0,ordinary,-0.00165955429113,91456,0
2015-12-04,0,ordinary,-0.010851615947199999,91459,0
2015-12-07,0,ordinary,0.0065454545454500003,91450,0.0028293251227429206
2015-12-08,0,ordinary,-0.00605766900897,91454,0
2015-12-09,0,ordinary,-0.00467980295567,91458,0
2015-12-10,0,ordinary,-0.0022037218413300001,91456,0
2015-12-11,0,ordinary,0.0049455984174099996,91458,0
2015-12-14,0,ordinary,-0.017755856966700002,91458,0.001391172378904626
2015-12-15,0,ordinary,-0.0021718146718100002,91457,0
2015-12-16,0,ordinary,0.0075776093864600002,91458,0
2015-12-17,0,ordinary,0.0078144078144100002,91456,0
2015-12-18,0,ordinary,0.0021515658618200002,91455,0
2015-12-21,0,ordinary,-0.0018885741265300001,91455,-0.00075883127860021382
2015-12-22,0,ordinary,0.0045892611289599997,91458,0
2015-12-23,0,ordinary,0.0041237113402100003,91459,0
2015-12-24,0,ordinary,-0.00091261692904400003,91457,0
2015-12-25,0,ordinary,0.0018340210912400001,91456,0
2015-12-28,0,ordinary,0.000684931506849,91452,0
2015-12-29,0,ordinary,0.0030624263839800002,91448,0
2015-12-30,0,ordinary,0.00139502441293,91459,0
2015-12-31,0,ordinary,,,0
