trading_day,close_0935,close_0950,close_1005,close_1035
2018-01-02,7033.3599999999997,7032.8800000000001,7027.8000000000002,7043.9099999999999
2018-01-03,7089.9200000000001,7101.9399999999996,7105.2700000000004,7125.9499999999998
2018-01-04,7143.1700000000001,7161.7200000000003,7155.3699999999999,7156.9700000000003
2018-01-05,7168.8000000000002,7179.8100000000004,7171.3000000000002,7175.9099999999999
2018-01-08,7163.6999999999998,7140.8800000000001,7140.5299999999997,7145.9300000000003
2018-01-09,7180.8000000000002,7175.0500000000002,7177.6899999999996,7163.7799999999997
2018-01-10,7172.5699999999997,7153.3299999999999,7163.8500000000004,7160.4099999999999
2018-01-11,7103.6499999999996,7119.1499999999996,7093.9700000000003,7111.9200000000001
2018-01-12,7159.8000000000002,7170.6099999999997,7164.5200000000004,7157.29
2018-01-15,7088.0600000000004,7019.8000000000002,7046.0900000000001,7016.3400000000001
2018-01-16,6929.4300000000003,6930.5,6939.9399999999996,6939.5299999999997
2018-01-17,6919.6899999999996,6869.4899999999998,6884.9099999999999,6855.8100000000004
2018-01-18,6939.71,6935.5,6952.6199999999999,6959.9200000000001
2018-01-19,6951.5900000000001,6941.6499999999996,6973.3000000000002,6977.9899999999998
2018-01-22,6929.2600000000002,6922.9799999999996,6907.8100000000004,6947.04
2018-01-23,7009.5299999999997,7020.9499999999998,7018.9700000000003,7007.6199999999999
2018-01-24,7003.8699999999999,6984.0799999999999,6979.8599999999997,7024.8800000000001
2018-01-25,7067.0799999999999,7080.1899999999996,7095.04,7096.9399999999996
2018-01-26,7048.5799999999999,7058.29,7053.8599999999997,7059.6899999999996
2018-01-29,7051.1599999999999,7058.7299999999996,7045.0100000000002,7035.2700000000004
2018-01-30,6962.6099999999997,6975.7799999999997,6963.7799999999997,6967.1000000000004
2018-01-31,6902.0699999999997,6877.3400000000001,6855.4899999999998,6816.2399999999998
2018-02-01,6792.2399999999998,6777.6000000000004,6737.54,6705.4899999999998
2018-02-02,6383.5299999999997,6401.0200000000004,6439.8500000000004,6491.6800000000003
2018-02-05,6421.4499999999998,6439.7299999999996,6456.8699999999999,6437.9899999999998
2018-02-06,6355.7299999999996,6378.1499999999996,6370.1000000000004,6362.1700000000001
2018-02-07,6242.1899999999996,6246.2700000000004,6236.3000000000002,6185.9700000000003
2018-02-08,6143.5699999999997,6210.9899999999998,6225.5500000000002,6219.6199999999999
2018-02-09,6084.5,6123.8699999999999,6108.7299999999996,6115.9700000000003
2018-02-12,6097.21,6145.3800000000001,6129.0600000000004,6137.2799999999997
2018-02-13,6237.5200000000004,6242.5500000000002,6259.8000000000002,6261.8100000000004
2018-02-14,6208.8599999999997,6211.3599999999997,6190.5299999999997,6207.1499999999996
2018-02-22,6274.8800000000001,6275.25,6302.5,6313.2299999999996
2018-02-23,6338.1599999999999,6358.6499999999996,6360.0200000000004,6359.6899999999996
2018-02-26,6400.2200000000003,6392.7799999999997,6399,6417.5100000000002
2018-02-27,6497.8800000000001,6521.2600000000002,6532.5699999999997,6537.6499999999996
2018-02-28,6475.5,6493.5200000000004,6521.1899999999996,6559.0799999999999
2018-03-01,6548.04,6574.1499999999996,6584.4099999999999,6588.6400000000003
2018-03-02,6640.6700000000001,6661.54,6647.29,6660.4499999999998
2018-03-05,6652.7600000000002,6657.5699999999997,6648.4200000000001,6648.8500000000004
2018-03-06,6686.0600000000004,6690.7399999999998,6687.2700000000004,6696.6400000000003
2018-03-07,6731.4099999999999,6728.1199999999999,6739.5900000000001,6722.4899999999998
2018-03-08,6690.6499999999996,6690.3800000000001,6688.0500000000002,6712.4799999999996
2018-03-09,6731.9700000000003,6733.3100000000004,6738.6300000000001,6740.9899999999998
2018-03-12,6881.3599999999997,6908.79,6920.5,6920.8000000000002
2018-03-13,6924.5799999999999,6932.3999999999996,6913.25,6927.6199999999999
2018-03-14,6889.8500000000004,6889.4700000000003,6892.4899999999998,6890.8599999999997
2018-03-15,6817.9399999999996,6805.1999999999998,6828.7399999999998,6801.1099999999997
2018-03-16,6830.3199999999997,6840.0500000000002,6837.0600000000004,6851.8500000000004
2018-03-19,6780.2700000000004,6791.25,6813.2700000000004,6817.3999999999996
2018-03-20,6767.4700000000003,6770.46,6778.9499999999998,6770.8199999999997
2018-03-21,6843.2200000000003,6852.1400000000003,6869.2200000000003,6858.7299999999996
2018-03-22,6786.4300000000003,6766.9399999999996,6773.1599999999999,6748.3699999999999
2018-03-23,6540.8500000000004,6590.8599999999997,6617.54,6601.9200000000001
2018-03-26,6318.25,6334.5900000000001,6373.7299999999996,6435
2018-03-27,6589.8500000000004,6615.9700000000003,6620.6999999999998,6636.3299999999999
2018-03-28,6616.1000000000004,6665.4300000000003,6678.5500000000002,6670.5
2018-03-29,6680.25,6655.6499999999996,6675.0500000000002,6651.4099999999999
2018-03-30,6714.1999999999998,6711.1400000000003,6718.3299999999999,6737.4099999999999
2018-04-02,6807.04,6834.5299999999997,6823.6000000000004,6845.4700000000003
2018-04-03,6748.6099999999997,6745.6999999999998,6747.1899999999996,6727.6499999999996
2018-04-04,6797.3400000000001,6785.6599999999999,6781.4399999999996,6772.3100000000004
2018-04-09,6717.0900000000001,6654.9200000000001,6681.1800000000003,6685.96
2018-04-10,6724.6400000000003,6711.8400000000001,6686.79,6694.4200000000001
2018-04-11,6740.8000000000002,6748.3100000000004,6767.3100000000004,6765.54
2018-04-12,6754.2299999999996,6751.9300000000003,6759.6000000000004,6769.54
2018-04-13,6770.6300000000001,6758.3299999999999,6764.7399999999998,6741.6899999999996
2018-04-16,6709.6599999999999,6710.6499999999996,6722.8800000000001,6746.6700000000001
2018-04-17,6736,6708.2700000000004,6694.4300000000003,6685.5900000000001
