trading_day,gap,r1,r20,rvol20,prev_daytime,prev_last_hour,prev_afternoon,holiday_reopen,weekend,prev_gap,overnight_trend_5,abs_r1,us_nasdaq,us_vix_chg
2015-01-05,,,,,,,,0,0,,,,-0.0086636357547137388,0.20603015075376874
2015-01-06,-0.0046844678649471394,,,,0.0039895514907712926,0.0027431409046232424,0.0033518144743323042,0,0,,,,-0.015706152775339155,0.11973018549747061
2015-01-07,-0.0017675487128974154,0.020266852678940461,,,0.025068754317904229,0.007063027198120464,0.013978282654050211,0,0,-0.0046844678649471394,,0.020266852678940461,-0.012859559340321569,0.060240963855421548
2015-01-08,-0.00084485207791451522,-0.00091212642104598896,,,0.00085693696968913713,0.0036897245971332371,0.0023682623586074314,0,0,-0.0017675487128974154,,0.00091212642104598896,0.012569838484216556,-0.08570075757575768
2015-01-09,-0.0025972930398709959,-0.00042972322581069644,,,0.0004154798711362151,-0.0053844465815137132,-0.002327429517568258,0,0,-0.00084485207791451522,,0.00042972322581069644,0.018432545527656163,-0.11910926980838932
2015-01-12,-0.0047650052790383368,-0.0058564821198842099,,,-0.0032676761926448972,-0.010367865430920387,-0.013433256325012577,0,1,-0.0025972930398709959,,0.0058564821198842099,-0.0067818225197890936,0.031746031746031633
2015-01-13,-0.00047836787479293985,-0.010726157431205308,,,-0.0059896930712713958,0.0013131097908438694,0.0016655100624565211,0,0,-0.0047650052790383368,-0.0029318333949336804,0.010726157431205308,-0.0083672224265369799,0.11680911680911676
2015-01-14,0.00010215481805908588,0.017292173901568342,,,0.017779046701147605,0.0022475817775235996,0.0065842197438452654,0,0,-0.00047836787479293985,-0.0020906133969028407,0.017292173901568342,-0.0006881456725069679,0.048979591836734615
2015-01-15,-0.0004463056802984644,-0.0045110270450826606,,,-0.0046127106525242212,-0.001712245236445864,-0.0045626784576395796,0,0,0.00010215481805908588,-0.0017166726907115403,0.0045110270450826606,-0.0047581250670385433,0.04474708171206232
2015-01-16,0.00069707310351541096,0.0047823119611549725,,,0.0052309522451539081,0.00046060452722329615,0.0018010380735224985,0,0,-0.0004463056802984644,-0.0016369634111883303,0.0047823119611549725,-0.014765094884595209,0.042364990689013116
2015-01-19,-0.01895852093786532,0.013523218208197907,,,0.012817210571930637,0.0031544779627783459,0.0036424170623721164,0,1,0.00069707310351541096,-0.00097809018251104884,0.013523218208197907,0.013905601183157534,-0.064314426083072807
2015-01-20,0.0043081999842862206,-0.022838835777590494,,,-0.0039553015061449814,-0.010229375188337886,-0.018409797135539696,0,0,-0.01895852093786532,-0.0038167933142764453,0.022838835777590494,0.013905601183157534,-0.064314426083072807
2015-01-21,0.0033740332006129137,0.037213877903779169,,,0.032764521807158165,0.011439817652467044,0.0093437846947341807,0,0,0.0043081999842862206,-0.0028594797424606132,0.037213877903779169,0.013905601183157534,-0.064314426083072807
2015-01-22,0.00099447394184415394,0.020373605528490657,,,0.016942408080515614,0.00534881587478786,0.0017305594804291058,0,0,0.0033740332006129137,-0.0022051040659498478,0.020373605528490657,0.0027004092505664712,-0.05228758169934633
2015-01-23,0.0012711935365516958,0.015914676301052033,,,0.014905379347853076,0.0036303242081203724,0.0089890954223508235,0,0,0.00099447394184415394,-0.0019169481415213241,0.015914676301052033,0.017778558604111039,-0.12997347480106114
2015-01-26,0.0010258287373539066,-0.010134533380628752,,,-0.011391246438334779,-0.00089122998958168775,-0.0075296998041637364,0,1,0.0012711935365516958,-0.0018021240549140672,0.010134533380628752,0.0015746042438531394,0.01585365853658538
2015-01-27,0.0014437096261861182,0.021616226242144654,,,0.020569296928893976,0.0054536537815328412,0.0084408555626906967,0,0,0.0010258287373539066,0.0021947458801297782,0.021616226242144654,0.0029172656729468116,-0.068427370948379362
2015-01-28,-0.0020496578923780984,0.0077063082131874072,,,0.0062535702474368904,0.0071331956144613518,0.014075374684322739,0,0,0.0014437096261861182,0.0016218478085097577,0.0077063082131874072,-0.018915452579341796,0.10953608247422686
2015-01-29,-0.0069049212001932592,-0.0041142549822223984,,,-0.0020688374989520364,-0.0045871422641249326,-0.005881563446023419,0,0,-0.0020496578923780984,0.00053710958991155518,0.0041142549822223984,-0.0092940296913383014,0.18699186991869943
2015-01-30,0.0006445283018867709,-0.0061893775520307504,,,0.00072051877351708704,-0.0024453264751762571,-0.0011759739476541187,0,0,-0.0069049212001932592,-0.0010427694384959273,0.0061893775520307504,0.0097930353450526031,-0.082191780821917804
2015-02-02,-0.0093850386231610905,-0.011835471698113165,,,-0.012471961467854009,-0.0093067739694828733,-0.0058405023500200937,0,1,0.0006445283018867709,-0.0011681024854289124,0.011835471698113165,-0.010285240882177749,0.11780383795309146
2015-02-03,0.0018130632353616782,-0.0016329111797135365,0.080353335162600903,0.014818785739464248,0.0078255707269685448,-0.0037041553611170119,-0.0041276917990124007,0,0,-0.0093850386231610905,-0.0032502759575319118,0.0016329111797135365,0.0089423632864749081,-0.07343824511206487
2015-02-04,0.0017025970239865629,0.018152052509983418,0.078113988260624989,0.014703516060177835,0.016309419266160141,0.0005141991123298606,0.0050049838402754787,0,0,0.0018130632353616782,-0.0031764052356968,0.018152052509983418,0.010915840049265713,-0.10808028821410198
2015-02-05,0.0048742509390036215,-0.00018183075013444849,0.078902049050068479,0.014691918132595121,-0.0018812248063643233,-0.0037747771219458492,-0.0030761808009157621,0,0,0.0017025970239865629,-0.0024259542524238675,0.00018183075013444849,-0.0023351537944134027,0.057703404500865529
2015-02-06,-0.0024871958257189908,0.00011272550737739806,0.079487549703039173,0.014683990968024096,-0.0047384291389460653,-0.0081239248842527312,-0.0091327260733149451,0,0,0.0048742509390036215,-7.0119824584491397e-05,0.00011272550737739806,0.010261411580130275,-0.080741953082378415
2015-02-09,-0.0028451311027831716,-0.019107074156006543,0.065099436848177428,0.015428976007405334,-0.016661318291593452,-0.0048955260289219593,-0.0071086622845382141,0,1,-0.0024871958257189908,-0.00069646465010564373,0.019107074156006543,-0.0043440851188853991,0.026112759643916794
2015-02-10,-0.00097300152436907705,-0.007986897382234126,0.06804865496149981,0.015309884233093943,-0.0051564370187926478,-0.0031622622337518225,-0.0049087486072155739,0,0,-0.0028451311027831716,0.00061151685396994,0.007986897382234126,-0.0038761487227045865,0.072874493927125528
2015-02-11,0.0012294438063336077,0.012510019599030642,0.063027901237370676,0.015117764326110623,0.013496152900745351,0.0079798152188452764,0.012252063627351983,0,0,-0.00097300152436907705,5.4303902023788987e-05,0.012510019599030642,0.013040598729160635,-0.071159029649595751
2015-02-12,0.0010608666603466599,0.013682519780164437,0.08245578886157845,0.015178591704137939,0.01243778441681509,0.00076651778050185193,0.002239596058311033,0,0,0.0012294438063336077,-4.0326741506802045e-05,0.013682519780164437,0.0028281157313414518,-0.015670342426001183
2015-02-13,0.0042498221160802707,0.0087728406096747591,0.086754800483088035,0.015214518684856421,0.0077038012434311742,0.00072399297801450935,0.00065079969251224945,0,0,0.0010608666603466599,-0.00080300359723819439,0.0087728406096747591,0.011753360632177801,-0.09551886792452835
2015-02-16,0.0022609098805135286,0.016711392476815412,0.090173334591583387,0.015332727221642074,0.012408835019235509,0.00063421967490362441,0.00043447117812145386,0,1,0.0042498221160802707,0.00054439999112165793,0.016711392476815412,0.0074584003244395625,-0.042372881355932202
2015-02-17,0.003171435544772061,0.021928331650977739,0.14011798444333867,0.014379272026437873,0.019623055809698142,0.0018309776097185093,0.0045212324865337994,0,0,0.0022609098805135286,0.001565608187780998,0.021928331650977739,0.0074584003244395625,-0.042372881355932202
2015-02-25,0.0025512638798868004,0.0078603936657430928,0.1078522811021001,0.012469420372749659,0.0046741344049781031,0.0027425241220708774,0.002245756904310614,1,0,0.003171435544772061,0.0023944956016092255,0.0078603936657430928,0.0014412504006271476,-0.059752747252747374
2015-02-26,-0.00049823974325657883,-0.002192292077691782,0.083351763837957948,0.012038419524319421,-0.0047314846915867959,-0.0069988361262993681,-0.0053674426265821751,0,0,0.0025512638798868004,0.002658859616319864,0.002192292077691782,-0.00019725771519196744,0.010956902848794803
2015-02-27,7.5227883711947996e-05,0.0057961414258509425,0.072561553931337341,0.011723360501771146,0.0062975188432790041,0.0053382991930477353,0.009359692718981405,0,0,-0.00049823974325657883,0.0023470383355992165,0.0057961414258509425,0.0041774542291943551,0.0050578034682080553
2015-03-02,0.0063904742168729989,0.013714185140079937,0.098402660080036064,0.011465695791207644,0.013637931303657869,0.0020076968728472977,0.0038527114458279943,0,1,7.5227883711947996e-05,0.0015121194891255518,0.013714185140079937,-0.0048838286329491165,-0.040977713874910116
2015-03-03,-0.0015360080462769599,0.024613967190711739,0.10162571639762086,0.011714459950660956,0.018107775700102247,0.0052103509191263608,0.007241509361244125,0,0,0.0063904742168729989,0.0023380323563974457,0.024613967190711739,0.0089794964470850669,-0.022488755622188994
2015-03-04,-0.00062619299377930648,-0.0048608368510741906,0.08788729869431422,0.011892606934026344,-0.0033299436249988323,-0.0051476956957722253,-0.011374065284799562,0,0,-0.0015360080462769599,0.0013965436381876417,0.0048608368510741906,-0.0056308779776763629,0.062883435582822056
2015-03-05,0.00087707106839407523,0.017705057607008801,0.11172231506121877,0.012080600443299836,0.018342736693992778,0.0033154900670679943,0.008720613696004742,0,0,-0.00062619299377930648,0.0007610522634544203,0.017705057607008801,-0.0025623004478000366,0.026695526695526661
2015-03-06,0.00053953213705737468,0.0053798189995182266,0.12466415094339611,0.011770538004571968,0.0044988021619056795,0.0034017269891886137,0.0026995602112276362,0,0,0.00087707106839407523,0.0010361144257845512,0.0053798189995182266,0.0031547329046492933,-0.013352073085031724
2015-03-09,-0.0031982448490133208,-0.015098847119140002,0.1209499907585474,0.012049482620510525,-0.015629946397815231,-0.005005884490435708,-0.0034235925042200854,0,1,0.00053953213705737468,0.0011289752764536364,0.015098847119140002,-0.011126252054563746,0.082621082621082698
2015-03-10,0.0013152932365740888,0.015318052981576402,0.13998225187043878,0.012095659336363265,0.018575707491390814,0.0035409696519101974,0.0058399875802390699,0,0,-0.0031982448490133208,-0.00078876853672362748,0.015318052981576402,0.0030584267063362702,-0.0092105263157894468
2015-03-11,0.00089605734767039813,0.015524486599443499,0.13704027626252158,0.011977751028241583,0.014190528656504053,-0.00012157412056978956,0.0012915656528227348,0,0,0.0013152932365740888,-0.00021850828015341773,0.015524486599443499,-0.016722509529705887,0.10823373173970796
2015-03-12,2.2468019417631879e-05,-2.2467514616986151e-05,0.13722151163402385,0.01197311704361988,-0.00091770254817602481,0.0035825607151858119,0.001031949418602407,0,0,0.00089605734767039813,8.5941788136523203e-05,2.2467514616986151e-05,-0.0020268365505505814,0.010784901138406244
2015-03-13,0.0020972953407041306,-0.0068553892187870336,0.12929811484081943,0.012267089964287011,-0.006877702709846556,0.0053354311156776912,0.00015572447150158375,0,0,2.2468019417631879e-05,-8.4978821658765466e-05,0.0068553892187870336,0.0089382549062464456,-0.085951393005334942
2015-03-16,0.0075901973242136211,0.017952102884579713,0.17196419761787318,0.01097938550294961,0.01582162492364092,0.0048644892286309194,0.0088176955296948023,0,1,0.0020972953407041306,0.0002265738190705857,0.017952102884579713,-0.0043999027239342015,0.037613488975356768
2015-03-17,0.0054103571139363371,0.033208093770181524,0.2206319567678432,0.011660871477059348,0.025424916314191526,0.0036382292173298136,0.0053950222301375472,0,0,0.0075901973242136211,0.0023842622537159743,0.033208093770181524,0.011854032218335808,-0.024375000000000036
2015-03-18,-4.0033828585084308e-05,0.011372378330229083,0.21926047277148042,0.011651176799703247,0.0059299381333279833,0.0041178524859115662,-0.0027534805266422602,0,0,0.0054103571139363371,0.0032032750291884236,0.011372378330229083,0.0016066505595890845,0.0032030749519538215
2015-03-19,-0.00018157392696549479,0.019730422206764686,0.22653490853222702,0.011828225392666434,0.019771247554085436,0.0032086627740963714,0.0083591269988543271,0,0,-4.0033828585084308e-05,0.0030160567939373274,0.019730422206764686,0.0091950670693052849,-0.10791826309067687
2015-03-20,-3.894545445715103e-05,0.0080567295836682096,0.22566421184371288,0.011834262824707377,0.0082397996434124821,0.0089392938449033288,0.0055647001951990571,0,0,-0.00018157392696549479,0.0029752484046607019,0.0080567295836682096,0.0019165815410118192,0.0071581961345741352
2015-03-23,0.0050608139135117636,0.012438204517185802,0.22051280546491703,0.011750545515893079,0.012477635918844321,0.0056527636404959392,0.0065446784105469558,0,1,-3.894545445715103e-05,0.0025480002456284455,0.012438204517185802,0.0068183912282318015,-0.074626865671641895
2015-03-24,0.0038946596203000006,0.029044984745432822,0.22901238999038087,0.012226392543318048,0.023863402592059213,0.010032552997436106,0.0088148919822195193,0,0,0.0050608139135117636,0.0020421235634880742,0.029044984745432822,-0.0030737582613470371,0.029953917050691281
