trading_day,close_0935,close_0950,close_1005,close_1035
2019-01-02,4429.1000000000004,4423.8500000000004,4424.3999999999996,4413.1700000000001
2019-01-03,4404.5500000000002,4423.6700000000001,4443.6599999999999,4413.4399999999996
2019-01-04,4327.29,4375.3900000000003,4374.3900000000003,4408.4399999999996
2019-01-07,4530.6499999999996,4529.2399999999998,4545.6899999999996,4557.9200000000001
2019-01-08,4578.4499999999998,4590.7700000000004,4593.46,4568.9399999999996
2019-01-09,4590,4607.6899999999996,4613,4629.3199999999997
2019-01-10,4602.4300000000003,4591.8199999999997,4610.5799999999999,4589.04
2019-01-11,4601.0200000000004,4606.3800000000001,4604.1599999999999,4593.2799999999997
2019-01-14,4614.6099999999997,4605.8299999999999,4608.6999999999998,4617.9799999999996
2019-01-15,4576.3000000000002,4583,4576.4700000000003,4582.4300000000003
2019-01-16,4645.8199999999997,4663.0600000000004,4658.0100000000002,4654.0600000000004
2019-01-17,4618.3599999999997,4618.4700000000003,4615.1700000000001,4614.6000000000004
2019-01-18,4602.1999999999998,4616.8299999999999,4625.3000000000002,4590.6400000000003
2019-01-21,4628.3599999999997,4644.3599999999997,4644.29,4652.8999999999996
2019-01-22,4642.6700000000001,4643.5900000000001,4637.8299999999999,4642.4499999999998
2019-01-23,4597.9499999999998,4604.0299999999997,4588.8999999999996,4602.8299999999999
2019-01-24,4607.8100000000004,4605.7700000000004,4597.9899999999998,4608.75
2019-01-25,4633.0900000000001,4639.7399999999998,4629.3900000000003,4637.1700000000001
2019-01-28,4630.1899999999996,4608.9899999999998,4629.6000000000004,4633.4300000000003
2019-01-29,4536.4899999999998,4527.54,4467.8900000000003,4447.2200000000003
2019-01-30,4456.3900000000003,4478.2200000000003,4480.1099999999997,4484.9099999999999
2019-01-31,4413.4300000000003,4413.3400000000001,4415.3699999999999,4430.1800000000003
2019-02-01,4392.6499999999996,4397.4899999999998,4399.7799999999997,4414.0200000000004
2019-02-11,4505.0500000000002,4515.46,4534.54,4545.21
2019-02-12,4620.9799999999996,4621.2299999999996,4642.3400000000001,4650.7399999999998
2019-02-13,4682.3900000000003,4680.5699999999997,4709.1899999999996,4712.9099999999999
2019-02-14,4743.2700000000004,4773.1800000000003,4758.96,4775.2799999999997
2019-02-15,4772.0699999999997,4799.9799999999996,4783.96,4785.96
2019-02-18,4828.2700000000004,4825.8500000000004,4822.4799999999996,4866.0799999999999
