trading_day,close_0935,close_0950,close_1005,close_1035
2015-01-05,6012.8599999999997,5985.25,5972.8500000000004,5975.3000000000002
2015-01-06,6008.4300000000003,6060.4700000000003,6041.3900000000003,6044.6400000000003
2015-01-07,6165.4399999999996,6149.5900000000001,6152.8299999999999,6135.2700000000004
2015-01-08,6162.3299999999999,6189.3400000000001,6167.9200000000001,6154.96
2015-01-09,6162.1099999999997,6181.9899999999998,6189.5500000000002,6195.7299999999996
2015-01-12,6092.6700000000001,6081.0500000000002,6072.6899999999996,6084.8000000000002
2015-01-13,6074.9200000000001,6088.3199999999997,6082.8500000000004,6123.6300000000001
2015-01-14,6162.9300000000003,6166.4899999999998,6145.1099999999997,6155.7799999999997
2015-01-15,6150.3400000000001,6159.7799999999997,6168.7799999999997,6161.9499999999998
2015-01-16,6174.3999999999996,6184.9200000000001,6179.0500000000002,6189.04
2015-01-19,6118.8000000000002,6217.6000000000004,6224.1499999999996,6262.0100000000002
2015-01-20,6176.4899999999998,6218.7700000000004,6218.5699999999997,6241.9799999999996
2015-01-21,6367.5200000000004,6415.8000000000002,6424.8299999999999,6414.8599999999997
2015-01-22,6475.5500000000002,6497.7600000000002,6494.9799999999996,6485.9399999999996
2015-01-23,6571.6899999999996,6541.1999999999998,6539.4499999999998,6527.1599999999999
2015-01-26,6529,6543.75,6555.0299999999997,6555.3000000000002
2015-01-27,6653.46,6664.2600000000002,6676.4499999999998,6669.1300000000001
2015-01-28,6666.8299999999999,6678.9499999999998,6681.8100000000004,6697.8599999999997
2015-01-29,6621.3699999999999,6639.6800000000003,6651.0900000000001,6636.5500000000002
2015-01-30,6652.6599999999999,6632.3000000000002,6623.5699999999997,6610.9399999999996
2015-02-02,6472.8599999999997,6480.2200000000003,6510.1999999999998,6532.0699999999997
2015-02-03,6568.9399999999996,6582.5200000000004,6585.9499999999998,6592.3999999999996
2015-02-04,6673.1400000000003,6691.6599999999999,6677.8199999999997,6671.4300000000003
2015-02-05,6665.7200000000003,6670.6300000000001,6671.8199999999997,6682.7700000000004
2015-02-06,6657.71,6616.04,6596.0500000000002,6599.0100000000002
2015-02-09,6534.6800000000003,6529.6499999999996,6539.2200000000003,6537.3900000000003
2015-02-10,6473.1899999999996,6471.1599999999999,6480.2299999999996,6476.4899999999998
2015-02-11,6580.4300000000003,6593.3000000000002,6610.0100000000002,6627.1599999999999
2015-02-12,6658,6675.0200000000004,6679.0100000000002,6678.0900000000001
2015-02-13,6742.7299999999996,6771.5,6788.2299999999996,6803.8000000000002
2015-02-16,6844.3500000000004,6862.1400000000003,6857.9300000000003,6892.4200000000001
2015-02-17,6989.3000000000002,6970.5600000000004,6950.2399999999998,6969.4700000000003
2015-02-25,7029.1999999999998,7035.5,7026.4099999999999,7036.6199999999999
2015-02-26,7010.0900000000001,7010.0699999999997,7028.9799999999996,7026.6700000000001
2015-02-27,7050.7299999999996,7061.5299999999997,7065.1199999999999,7071.8000000000002
2015-03-02,7173.9700000000003,7194.4200000000001,7205.3299999999999,7220.7299999999996
2015-03-03,7279.7399999999998,7284.8400000000001,7318.8800000000001,7325.8599999999997
2015-03-04,7304.04,7311.1300000000001,7317.21,7351.5699999999997
2015-03-05,7424.6999999999998,7421.1300000000001,7400.1599999999999,7402.7700000000004
2015-03-06,7456.2799999999997,7452.4899999999998,7436.8299999999999,7376.0799999999999
2015-03-09,7292.0600000000004,7319.6700000000001,7325.9200000000001,7378.2200000000003
2015-03-10,7474.3500000000004,7502.4099999999999,7513.25,7530.96
2015-03-11,7570.6400000000003,7541.7399999999998,7556.3800000000001,7564.04
2015-03-12,7564.96,7590.1599999999999,7579.0600000000004,7582.7399999999998
2015-03-13,7550.8400000000001,7548.0600000000004,7539.0799999999999,7546.71
2015-03-16,7731.0299999999997,7790.8199999999997,7788.1400000000003,7795.5500000000002
2015-03-17,7921.5500000000002,7953.3199999999997,7972.9799999999996,7954.2600000000002
2015-03-18,7976.9200000000001,7984.7399999999998,8024.4899999999998,8041.3299999999999
2015-03-19,8104.8100000000004,8157.4200000000001,8137.04,8137.25
2015-03-20,8229.0699999999997,8253.5,8265.3199999999997,8317.6000000000004
2015-03-23,8363.4599999999991,8382.8500000000004,8404.2399999999998,8440.75
2015-03-24,8531.5599999999995,8592.5400000000009,8618.8600000000006,8633.0300000000007
2015-03-25,8617.1700000000001,8653.6599999999999,8693.5499999999993,8744.0599999999995
2015-03-26,8669.5699999999997,8706.5300000000007,8767.5499999999993,8756.3999999999996
2015-03-27,8602.1900000000005,8621.4300000000003,8595.7600000000002,8579.4400000000005
2015-03-30,8732.9300000000003,8729.0900000000001,8733.4799999999996,8723.6800000000003
2015-03-31,8708.2999999999993,8708.6200000000008,8718.7800000000007,8760.6299999999992
2015-04-01,8823.5499999999993,8807.8700000000008,8871.1499999999996,8906.4799999999996
2015-04-02,9076.3899999999994,9132.5400000000009,9109.5799999999999,9109.2600000000002
2015-04-03,9213.5200000000004,9273.0100000000002,9323.5900000000001,9337.1599999999999
2015-04-07,9469.5599999999995,9494.6499999999996,9505.6900000000005,9510.1000000000004
2015-04-08,9586,9612.3299999999999,9583.4699999999993,9530.9599999999991
2015-04-09,9388.0699999999997,9315.0200000000004,9276.2900000000009,9097.9300000000003
2015-04-10,9351.0300000000007,9421.3700000000008,9451,9494.6100000000006
2015-04-13,9659.0400000000009,9654.2600000000002,9623.2800000000007,9735.1499999999996
