trading_day,close_0935,close_0950,close_1005,close_1035
2016-01-04,10598.26,10370.09,10300.620000000001,10109.040000000001
2016-01-05,9398.3500000000004,9633,9438.6700000000001,9604.9599999999991
2016-01-06,9542.5,9569.5,9600.1800000000003,9514.2000000000007
2016-01-07,9456.7900000000009,,,
2016-01-08,8950.9799999999996,8488.2900000000009,8813.25,8847.9500000000007
2016-01-11,8647.8600000000006,8700.5300000000007,8728.0300000000007,8730.5100000000002
2016-01-12,8156.3699999999999,8247.1299999999992,8161.96,8100.6899999999996
2016-01-13,8246.3400000000001,8231.9699999999993,8271.8500000000004,8239.75
2016-01-14,7563.4799999999996,7642.3800000000001,7760,7773.4499999999998
2016-01-15,8109.8800000000001,8125.4700000000003,8187.0900000000001,8101.5299999999997
2016-01-18,7750.5299999999997,7907.8299999999999,7954.9700000000003,7863.54
2016-01-19,8095.3699999999999,8082.6599999999999,8114.4399999999996,8060.2200000000003
2016-01-20,8362.3700000000008,8431.3400000000001,8441.2900000000009,8375.6399999999994
2016-01-21,8143.5699999999997,8230.2399999999998,8279.0499999999993,8302.8899999999994
2016-01-22,8052.9499999999998,7995.4799999999996,7932.6999999999998,7956.5900000000001
2016-01-25,8175.9799999999996,8163.0600000000004,8191.1599999999999,8184.8199999999997
2016-01-26,8036.1099999999997,8008.1000000000004,7986.8599999999997,8009.9499999999998
2016-01-27,7415.9700000000003,7449.0100000000002,7319.5200000000004,7379.9799999999996
2016-01-28,7320.1099999999997,7395.7799999999997,7406.3000000000002,7356.5
2016-01-29,7100.0699999999997,7093.6800000000003,7175.0299999999997,7204.2399999999998
2016-02-01,7370.8299999999999,7409.0500000000002,7380.7200000000003,7411.1300000000001
2016-02-02,7361.7799999999997,7420.1099999999997,7465.8199999999997,7513.5500000000002
2016-02-03,7467.1099999999997,7481.3299999999999,7485.0699999999997,7523.4399999999996
2016-02-04,7696.04,7730.6300000000001,7787.46,7800.54
2016-02-05,7839.0900000000001,7825.1499999999996,7834.8100000000004,7769.7799999999997
2016-02-15,7435.2399999999998,7493.9799999999996,7507.0900000000001,7597.7799999999997
2016-02-16,7826.9700000000003,7889.2600000000002,7941.8500000000004,7959.0799999999999
2016-02-17,8102.4899999999998,8129.1899999999996,8087.8699999999999,8118.54
2016-02-18,8247.9599999999991,8261.4300000000003,8222.5,8215.1200000000008
2016-02-19,8177.54,8142.6800000000003,8185.6400000000003,8208.5100000000002
2016-02-22,8344.2299999999996,8305.25,8337.8299999999999,8349.7800000000007
2016-02-23,8400.1499999999996,8390.2099999999991,8395.1900000000005,8359.8400000000001
2016-02-24,8333.0300000000007,8387.7399999999998,8361.9500000000007,8258.7099999999991
2016-02-25,8321.3199999999997,8277.9400000000005,8227.3299999999999,8141.5600000000004
2016-02-26,7725.1700000000001,7652.3999999999996,7694.3900000000003,7755.6000000000004
2016-02-29,7605.9899999999998,7250.4700000000003,7231.8199999999997,7195.3599999999997
2016-03-01,7151.8199999999997,7154.4300000000003,7207.3999999999996,7215.6999999999998
2016-03-02,7360.2200000000003,7377.5900000000001,7391.5200000000004,7385.0500000000002
2016-03-03,7759.0299999999997,7764.0900000000001,7788.4700000000003,7837.6899999999996
2016-03-04,7704.4899999999998,7703.4700000000003,7673.3900000000003,7670.4099999999999
2016-03-07,7559.2200000000003,7618.1599999999999,7594.1999999999998,7625.9300000000003
2016-03-08,7507.4399999999996,7323.4399999999996,7351.0799999999999,7316.5799999999999
2016-03-09,7458.7299999999996,7573.4200000000001,7548.1199999999999,7581.6999999999998
2016-03-10,7535.8199999999997,7500.4899999999998,7418.8199999999997,7489.5600000000004
2016-03-11,7296.8299999999999,7282.2200000000003,7336.0799999999999,7261.79
2016-03-14,7472.5699999999997,7530.0100000000002,7551.1300000000001,7599.9300000000003
2016-03-15,7641.1599999999999,7652.8500000000004,7623.4099999999999,7637.4899999999998
2016-03-16,7641.5100000000002,7606.4399999999996,7602.7600000000002,7554.1300000000001
2016-03-17,7536.8400000000001,7614.0600000000004,7605.0900000000001,7558.75
2016-03-18,7860.1899999999996,7893.9700000000003,7921.8400000000001,7980.0600000000004
2016-03-21,8203.9699999999993,8200.5599999999995,8242.9200000000001,8240.9899999999998
2016-03-22,8239.8700000000008,8296.8999999999996,8320.1900000000005,8360.1000000000004
2016-03-23,8330.5200000000004,8336.6800000000003,8271.6100000000006,8337.7700000000004
2016-03-24,8308.0300000000007,8311.6499999999996,8364.6299999999992,8403.2399999999998
2016-03-25,8300.8199999999997,8276.1399999999994,8344.8500000000004,8297.7199999999993
2016-03-28,8417.4899999999998,8464.8400000000001,8421.4400000000005,8480.6800000000003
2016-03-29,8285.8199999999997,8185.8100000000004,8216.2800000000007,8200.9300000000003
2016-03-30,8213.6000000000004,8219.0499999999993,8264.6399999999994,8255.9400000000005
2016-03-31,8480.2099999999991,8469.4500000000007,8496.8700000000008,8467.3099999999995
2016-04-01,8405.5799999999999,8371.3999999999996,8364.0400000000009,8308.2099999999991
2016-04-05,8439.8299999999999,8422.6200000000008,8434.3600000000006,8474.0200000000004
2016-04-06,8629.2900000000009,8627.9799999999996,8696.8299999999999,8658.8999999999996
2016-04-07,8716.4300000000003,8689.6000000000004,8654.9099999999999,8598.5799999999999
2016-04-08,8462.8799999999992,8468.0400000000009,8496.5699999999997,8511.1599999999999
2016-04-11,8583.5300000000007,8612.7199999999993,8645.2900000000009,8675.2900000000009
2016-04-12,8658.5599999999995,8642.5499999999993,8628.3299999999999,8564.8700000000008
2016-04-13,8686.7099999999991,8708.8500000000004,8734.5799999999999,8778.0100000000002
2016-04-14,8788.2600000000002,8783.5599999999995,8774.0300000000007,8741.4200000000001
2016-04-15,8817.4400000000005,8847.3899999999994,8813.0300000000007,8819.5799999999999
